id,rut_personal,id_hora,rut_paciente,fecha_hora,monto,estado,mediopago,bono,boleta,vaucher
1736,86209409-0,1075,30716561-0,2025-03-31 14:45:00,3081058,1,3,0,426,0
1737,73177104-4,3422,43959822-2,2025-04-11 08:45:00,2086651,0,0,0,0,0
1738,57378727-6,2181,48115949-8,2025-04-28 13:30:00,2086651,1,1,0,427,213
1739,22767738-4,582,44480804-6,2025-04-14 18:00:00,3238968,1,4,0,428,0
1740,73177104-4,354,14100953-3,2025-04-15 11:00:00,3238968,0,0,0,0,0
1741,57378727-6,1099,95838628-5,2025-04-21 17:00:00,2105020,1,2,0,429,214
1742,95208514-3,1632,45152877-6,2025-04-21 12:15:00,2132690,0,0,0,0,0
1743,57378727-6,228,20272755-6,2025-04-05 15:30:00,3081058,0,0,0,0,0
1744,86209409-0,1790,27470077-6,2025-04-15 13:45:00,2820245,0,0,0,0,0
1745,94023614-4,139,61617949-1,2025-04-20 12:15:00,50500,0,0,0,0,0
1746,95208514-3,1156,33469812-2,2025-04-16 18:00:00,3092497,0,0,0,0,0
1747,73177104-4,1462,12457845-7,2025-04-03 18:15:00,2820245,1,2,0,430,215
1748,94023614-4,1424,99352036-1,2025-04-28 13:45:00,2820245,0,0,0,0,0
1749,57378727-6,1855,46930558-3,2025-04-03 14:15:00,35000,0,0,0,0,0
1750,57378727-6,600,27470077-6,2025-04-10 14:15:00,2727431,1,4,0,431,0
1751,86209409-0,2703,66264861-2,2025-04-23 12:15:00,1600123,1,3,0,432,0
1752,22767738-4,2082,98275857-9,2025-04-16 13:00:00,2727431,0,0,0,0,0
1753,57378727-6,131,14100953-3,2025-04-14 09:30:00,2105020,0,0,0,0,0
1754,22767738-4,1765,17091110-7,2025-04-05 09:00:00,2132690,0,0,0,0,0
1755,95208514-3,2670,74402817-6,2025-04-18 17:30:00,1750012,1,3,0,433,0
1756,86209409-0,988,34310135-9,2025-04-09 11:00:00,2132690,0,0,0,0,0
1757,94023614-4,813,70414825-8,2025-04-27 16:00:00,2086651,0,0,0,0,0
1758,22767738-4,3646,50066254-1,2025-04-07 15:00:00,3010000,0,0,0,0,0
1759,22767738-4,2655,57581646-4,2025-04-29 15:30:00,2086651,0,0,0,0,0
1760,94023614-4,3443,66747669-9,2025-04-15 09:45:00,35000,1,4,0,0,0
1761,22767738-4,159,70414825-8,2025-04-12 12:15:00,3092497,1,4,0,434,0
1762,22767738-4,795,25422399-6,2025-04-26 17:30:00,2086651,0,0,0,0,0
1763,86209409-0,1265,19805123-3,2025-04-10 12:15:00,3081058,0,0,0,0,0
1764,95208514-3,3181,25422399-6,2025-04-20 10:00:00,2506300,1,2,0,435,216
1765,95208514-3,68,45623694-9,2025-04-16 09:00:00,2506300,0,0,0,0,0
1766,94023614-4,2090,31462078-5,2025-04-12 14:30:00,1750012,0,0,0,0,0
1767,95208514-3,2407,89765444-6,2025-04-16 18:45:00,2086651,1,4,0,436,0
1768,94023614-4,1649,90788070-1,2025-04-06 13:15:00,3081058,0,0,0,0,0
1769,57378727-6,2328,87722745-4,2025-04-24 15:15:00,2105020,1,1,0,437,217
1770,86209409-0,3590,94152364-3,2025-04-29 13:45:00,2820245,0,0,0,0,0
1771,73177104-4,1162,12429516-4,2025-04-21 09:00:00,3238968,1,1,0,438,218
1772,73177104-4,3496,14875579-3,2025-04-30 17:00:00,2506300,1,4,0,439,0
1773,73177104-4,3169,41710986-9,2025-04-17 10:15:00,2800365,0,0,0,0,0
1774,57378727-6,2859,37640277-4,2025-04-02 18:15:00,35000,0,0,0,0,0
1775,73177104-4,559,21774192-3,2025-04-06 08:15:00,35000,0,0,0,0,0
1776,73177104-4,2174,58719444-0,2025-04-20 15:45:00,1600123,0,0,0,0,0
1777,95208514-3,3492,78310737-4,2025-04-07 08:00:00,2800365,0,0,0,0,0
1778,95208514-3,2865,42856973-7,2025-04-25 15:00:00,2086651,1,2,0,440,219
1779,95208514-3,2756,70414825-8,2025-04-06 13:15:00,2132690,0,0,0,0,0
1780,73177104-4,739,20272755-6,2025-04-24 12:15:00,3092497,0,0,0,0,0
1781,94023614-4,3175,22769853-9,2025-04-22 09:30:00,2820245,0,0,0,0,0
1782,86209409-0,2603,12457845-7,2025-04-28 12:45:00,3010000,0,0,0,0,0
1783,86209409-0,1353,79018541-2,2025-04-08 10:30:00,1600123,0,0,0,0,0
1784,95208514-3,392,44722314-7,2025-04-20 10:30:00,2800365,0,0,0,0,0
1785,86209409-0,106,50692374-0,2025-04-18 13:15:00,3081058,0,0,0,0,0
1786,73177104-4,812,78803927-1,2025-04-20 11:45:00,2727431,0,0,0,0,0
1787,57378727-6,3022,80061523-7,2025-04-14 11:15:00,50500,0,0,0,0,0
1788,86209409-0,2291,60593511-0,2025-04-07 18:45:00,3010000,0,0,0,0,0
1789,86209409-0,2114,67552699-5,2025-04-21 14:45:00,2132690,0,0,0,0,0
1790,86209409-0,380,84295710-6,2025-04-17 08:00:00,3238968,0,0,0,0,0
1791,57378727-6,1741,35405564-1,2025-04-07 17:30:00,1750012,0,0,0,0,0
1792,57378727-6,186,38867100-7,2025-04-10 16:45:00,1750012,1,4,0,441,0
1793,57378727-6,1549,97980836-2,2025-04-07 18:30:00,35000,0,0,0,0,0
1794,22767738-4,103,43024906-8,2025-04-05 12:15:00,2506300,0,0,0,0,0
1795,94023614-4,1941,63952204-2,2025-04-10 15:15:00,2105020,0,0,0,0,0
1796,94023614-4,2059,43959822-2,2025-04-12 13:00:00,2820245,0,0,0,0,0
1797,95208514-3,632,19557494-0,2025-04-28 11:15:00,2800365,0,0,0,0,0
1798,73177104-4,823,76332098-2,2025-04-09 09:45:00,1600123,0,0,0,0,0
1799,95208514-3,1750,58074747-6,2025-04-14 15:15:00,2506300,1,2,0,442,220
1800,95208514-3,3136,31950796-6,2025-04-29 16:15:00,2800365,0,0,0,0,0
1801,86209409-0,2484,62237414-5,2025-04-17 13:15:00,2086651,0,0,0,0,0
1802,22767738-4,1480,95838628-5,2025-04-18 17:45:00,3092497,1,4,0,443,0
1803,86209409-0,1074,78093216-6,2025-04-09 13:00:00,3081058,0,0,0,0,0
1804,95208514-3,1328,51263568-1,2025-04-06 10:45:00,2506300,0,0,0,0,0
1805,94023614-4,3593,31462078-5,2025-04-21 14:30:00,2800365,1,3,0,444,0
1806,73177104-4,365,59644030-9,2025-04-21 18:45:00,1800999,0,0,0,0,0
1807,86209409-0,2596,31950796-6,2025-04-14 09:00:00,2506300,1,1,0,445,221
1808,94023614-4,2523,25422399-6,2025-04-09 15:30:00,2727431,0,0,0,0,0
1809,94023614-4,551,53375085-5,2025-04-05 18:00:00,2820245,1,2,0,446,222
1810,95208514-3,2726,16251209-1,2025-04-24 15:00:00,3010000,0,0,0,0,0
1811,95208514-3,579,14100953-3,2025-04-10 13:15:00,2506300,0,0,0,0,0
1812,57378727-6,3275,58501550-1,2025-04-09 09:45:00,3120345,0,0,0,0,0
1813,86209409-0,1311,58501550-1,2025-04-06 12:00:00,3238968,0,0,0,0,0
1814,73177104-4,2631,95838628-5,2025-04-18 12:30:00,3238968,0,0,0,0,0
1815,73177104-4,2287,72795772-4,2025-04-05 08:00:00,1750012,1,4,0,447,0
1816,94023614-4,1559,37035246-9,2025-04-11 10:30:00,3238968,1,3,0,448,0
1817,94023614-4,906,31950796-6,2025-05-01 15:15:00,2086651,0,0,0,0,0
1818,57378727-6,2707,31950796-6,2025-04-07 18:00:00,2800365,0,0,0,0,0
1819,57378727-6,2432,96253618-2,2025-04-30 18:15:00,1750012,0,0,0,0,0
1820,94023614-4,2488,45955017-8,2025-04-23 14:30:00,2105020,0,0,0,0,0
1821,57378727-6,853,93827792-4,2025-04-10 11:45:00,1750012,0,0,0,0,0
1822,86209409-0,2441,90889318-2,2025-04-02 11:45:00,2820245,1,2,0,449,223
1823,94023614-4,3655,72222830-6,2025-04-27 18:45:00,3010000,0,0,0,0,0
1824,22767738-4,2741,16625683-2,2025-04-17 11:15:00,2105020,0,0,0,0,0
1825,95208514-3,327,43024906-8,2025-04-03 15:45:00,2820245,0,0,0,0,0
1826,94023614-4,1465,65012894-9,2025-04-09 09:00:00,1600123,0,0,0,0,0
1827,86209409-0,281,89066256-8,2025-04-19 11:45:00,3238968,1,3,0,450,0
1828,73177104-4,2818,44920115-1,2025-04-30 09:30:00,1750012,0,0,0,0,0
1829,94023614-4,561,92670172-1,2025-04-20 17:30:00,2105020,1,2,0,451,224
1830,73177104-4,818,33791677-0,2025-04-26 09:45:00,2506300,0,0,0,0,0
1831,22767738-4,3409,80062558-9,2025-04-05 10:30:00,3092497,0,0,0,0,0
1832,73177104-4,2293,50066254-1,2025-04-08 12:45:00,3081058,1,4,0,452,0
1833,86209409-0,361,24595395-3,2025-04-12 14:00:00,2105020,1,3,0,453,0
1834,57378727-6,2258,95838628-5,2025-04-29 17:00:00,2727431,0,0,0,0,0
1835,57378727-6,2307,12120279-7,2025-04-20 18:45:00,1800999,1,2,0,454,225
1836,22767738-4,1280,32340622-6,2025-04-05 09:15:00,2506300,1,2,0,455,226
1837,22767738-4,1449,58501550-1,2025-04-17 16:30:00,3120345,0,0,0,0,0
1838,94023614-4,3622,70026603-3,2025-04-11 17:45:00,3092497,1,3,0,456,0
1839,94023614-4,2633,72795772-4,2025-04-14 17:15:00,3081058,1,4,0,457,0
1840,94023614-4,542,92670172-1,2025-04-05 12:15:00,2820245,0,0,0,0,0
1841,57378727-6,1357,53337367-3,2025-04-26 12:15:00,2132690,1,1,0,458,227
1842,57378727-6,1607,67384344-0,2025-04-07 10:00:00,35000,0,0,0,0,0
1843,86209409-0,1248,67384344-0,2025-05-03 10:00:00,2727431,0,0,0,0,0
1844,22767738-4,666,66594934-8,2025-05-01 10:45:00,2800365,0,0,0,0,0
1845,22767738-4,2943,17973044-7,2025-04-20 13:45:00,3010000,1,1,0,459,228
1846,57378727-6,2799,21774192-3,2025-04-10 14:00:00,1750012,0,0,0,0,0
1847,73177104-4,2778,28841318-9,2025-04-09 18:45:00,2086651,1,3,0,460,0
1848,94023614-4,3071,56640243-9,2025-04-23 17:15:00,2132690,1,2,0,461,229
1849,57378727-6,1190,23572980-4,2025-04-16 15:30:00,3092497,0,0,0,0,0
1850,22767738-4,2448,61617949-1,2025-04-17 15:00:00,3120345,0,0,0,0,0
1851,22767738-4,433,41416859-6,2025-04-07 09:00:00,50500,0,0,0,0,0
1852,94023614-4,2988,50396459-7,2025-04-16 16:15:00,2820245,1,1,0,462,230
1853,73177104-4,3460,40521119-8,2025-04-12 16:45:00,3092497,1,3,0,463,0
1854,57378727-6,2658,15869307-3,2025-04-10 13:00:00,3092497,0,0,0,0,0
1855,73177104-4,2303,51992140-2,2025-04-25 08:45:00,2086651,1,4,0,464,0
1856,95208514-3,2394,84638972-5,2025-04-25 10:30:00,3092497,1,3,0,465,0
1857,95208514-3,230,26699972-2,2025-04-17 11:00:00,3081058,0,0,0,0,0
1858,22767738-4,3509,52872009-7,2025-04-19 16:15:00,2105020,1,1,0,466,231
1859,57378727-6,2335,60593511-0,2025-04-15 09:15:00,2105020,0,0,0,0,0
1860,95208514-3,3074,85188169-7,2025-04-13 18:15:00,1750012,0,0,0,0,0
1861,73177104-4,1702,30716561-0,2025-04-02 11:30:00,2132690,0,0,0,0,0
1862,95208514-3,324,15074844-0,2025-04-29 08:00:00,3120345,0,0,0,0,0
1863,73177104-4,3186,33469812-2,2025-04-21 16:45:00,1600123,0,0,0,0,0
1864,94023614-4,3180,25422399-6,2025-04-30 15:00:00,1600123,0,0,0,0,0
1865,94023614-4,736,78310737-4,2025-04-04 11:00:00,1750012,1,3,0,467,0
1866,95208514-3,1142,63708168-9,2025-04-23 14:45:00,2105020,0,0,0,0,0
1867,73177104-4,1763,50692374-0,2025-04-25 11:15:00,3238968,0,0,0,0,0
1868,57378727-6,2588,62237414-5,2025-04-24 12:00:00,1750012,0,0,0,0,0
1869,73177104-4,1503,12120279-7,2025-04-01 14:30:00,3010000,1,3,0,468,0
1870,95208514-3,676,65012894-9,2025-04-27 16:30:00,1750012,0,0,0,0,0
1871,86209409-0,2092,70414825-8,2025-04-14 09:45:00,3120345,1,2,0,469,232
1872,22767738-4,601,60593511-0,2025-04-25 17:15:00,1600123,0,0,0,0,0
1873,94023614-4,1249,44920115-1,2025-04-28 15:45:00,2800365,0,0,0,0,0
1874,22767738-4,801,74402817-6,2025-05-01 10:45:00,2820245,0,0,0,0,0
1875,57378727-6,3192,29962868-0,2025-04-09 14:45:00,3081058,0,0,0,0,0
1876,57378727-6,1419,16251209-1,2025-04-01 13:45:00,1750012,0,0,0,0,0
1877,22767738-4,217,16625683-2,2025-04-28 12:30:00,2105020,0,0,0,0,0
1878,94023614-4,1246,96253618-2,2025-04-28 16:00:00,1800999,1,3,0,470,0
1879,95208514-3,2412,51263568-1,2025-04-04 10:30:00,3120345,0,0,0,0,0
1880,95208514-3,1203,57581646-4,2025-04-13 16:00:00,3081058,0,0,0,0,0
1881,86209409-0,1927,70026603-3,2025-04-15 10:15:00,2105020,0,0,0,0,0
1882,22767738-4,475,73899711-4,2025-04-02 14:15:00,2086651,0,0,0,0,0
1883,86209409-0,2211,38324156-4,2025-04-02 16:30:00,1600123,0,0,0,0,0
1884,22767738-4,1934,17091110-7,2025-04-22 10:15:00,2132690,0,0,0,0,0
1885,57378727-6,351,32090021-3,2025-04-08 15:00:00,3120345,0,0,0,0,0
1886,95208514-3,912,11458745-0,2025-04-08 08:30:00,2800365,0,0,0,0,0
1887,22767738-4,577,87997004-2,2025-04-04 18:45:00,50500,1,1,0,471,233
1888,57378727-6,395,79018541-2,2025-04-13 12:30:00,1750012,0,0,0,0,0
1889,86209409-0,440,61617949-1,2025-04-22 16:45:00,2820245,1,4,0,472,0
1890,95208514-3,3033,45056798-6,2025-04-04 10:00:00,2105020,0,0,0,0,0
1891,94023614-4,170,21774192-3,2025-04-13 13:15:00,2727431,0,0,0,0,0
1892,94023614-4,1035,95838628-5,2025-04-25 10:00:00,2820245,0,0,0,0,0
1893,95208514-3,1735,99352036-1,2025-04-03 11:00:00,3081058,0,0,0,0,0
1894,86209409-0,807,70812597-6,2025-04-06 15:30:00,3238968,0,0,0,0,0
1895,94023614-4,3001,94361312-4,2025-04-13 09:15:00,3081058,1,2,0,473,234
1896,22767738-4,214,56809478-6,2025-04-09 17:15:00,1750012,0,0,0,0,0
1897,86209409-0,699,16251209-1,2025-04-28 13:00:00,1800999,1,1,0,474,235
1898,57378727-6,2570,65310865-3,2025-04-03 18:00:00,1750012,0,0,0,0,0
1899,22767738-4,3006,40388373-6,2025-04-29 15:45:00,50500,0,0,0,0,0
1900,86209409-0,2304,98967597-1,2025-04-20 09:30:00,2800365,0,0,0,0,0
1901,95208514-3,490,20272755-6,2025-05-01 08:15:00,2506300,0,0,0,0,0
1902,94023614-4,1791,98418033-8,2025-04-21 15:30:00,1600123,0,0,0,0,0
1903,86209409-0,2374,49771636-9,2025-04-02 14:00:00,1750012,1,3,0,475,0
1904,95208514-3,1200,22769853-9,2025-04-25 15:00:00,2105020,0,0,0,0,0
1905,57378727-6,2830,84638972-5,2025-04-14 08:00:00,2132690,0,0,0,0,0
1906,95208514-3,3035,31950796-6,2025-04-08 16:15:00,3238968,0,0,0,0,0
1907,94023614-4,2455,25939458-6,2025-04-21 09:45:00,1750012,0,0,0,0,0
1908,73177104-4,2624,20272755-6,2025-04-12 08:30:00,2727431,0,0,0,0,0
1909,95208514-3,2018,66594934-8,2025-04-29 16:45:00,2105020,1,3,0,476,0
1910,95208514-3,718,78310737-4,2025-03-31 14:00:00,3238968,0,0,0,0,0
1911,57378727-6,977,73899711-4,2025-04-05 11:45:00,2086651,0,0,0,0,0
1912,22767738-4,2957,33424109-6,2025-04-23 18:00:00,2506300,0,0,0,0,0
1913,86209409-0,286,21774192-3,2025-04-19 10:00:00,2727431,0,0,0,0,0
1914,73177104-4,2565,72222830-6,2025-04-16 10:15:00,50500,0,0,0,0,0
1915,95208514-3,1467,69145853-7,2025-04-18 15:00:00,2727431,0,0,0,0,0
1916,57378727-6,1816,12429516-4,2025-04-27 15:00:00,35000,0,0,0,0,0
1917,22767738-4,3308,95595189-5,2025-04-08 12:30:00,2820245,1,3,0,477,0
1918,57378727-6,277,15074844-0,2025-04-14 15:30:00,50500,0,0,0,0,0
1919,22767738-4,1237,41710986-9,2025-04-06 18:15:00,2105020,0,0,0,0,0
1920,86209409-0,1312,20940665-3,2025-04-24 09:45:00,2800365,0,0,0,0,0
1921,94023614-4,2518,69482795-6,2025-04-01 16:15:00,3010000,0,0,0,0,0
1922,57378727-6,57,33469812-2,2025-04-23 14:15:00,2506300,0,0,0,0,0
1923,94023614-4,2112,50692374-0,2025-04-19 16:00:00,2506300,1,2,0,478,236
1924,86209409-0,1801,32043482-6,2025-04-12 15:30:00,3010000,0,0,0,0,0
1925,95208514-3,2308,57581646-4,2025-04-25 14:30:00,3238968,0,0,0,0,0
1926,22767738-4,2898,60334032-8,2025-04-30 11:15:00,2800365,0,0,0,0,0
1927,94023614-4,3138,96998252-1,2025-04-30 15:45:00,1750012,0,0,0,0,0
1928,73177104-4,471,66594934-8,2025-04-28 08:45:00,3120345,0,0,0,0,0
1929,86209409-0,3332,26529183-7,2025-04-07 12:00:00,3092497,0,0,0,0,0
1930,95208514-3,877,20940665-3,2025-04-06 14:45:00,2105020,1,1,0,479,237
1931,95208514-3,43,84295710-6,2025-04-14 17:45:00,3238968,0,0,0,0,0
1932,95208514-3,3114,78662663-0,2025-04-22 11:30:00,50500,0,0,0,0,0
1933,57378727-6,3512,95431346-9,2025-04-29 10:15:00,1750012,0,0,0,0,0
1934,94023614-4,2994,49190437-8,2025-04-18 08:00:00,3238968,1,4,0,480,0
1935,22767738-4,41,73899711-4,2025-04-25 17:00:00,3081058,0,0,0,0,0
1936,22767738-4,907,48863238-8,2025-04-24 12:30:00,2506300,0,0,0,0,0
1937,86209409-0,1344,84295710-6,2025-04-23 10:30:00,2086651,0,0,0,0,0
1938,86209409-0,1871,98275857-9,2025-04-02 09:15:00,1800999,0,0,0,0,0
1939,95208514-3,2085,19015534-8,2025-04-05 12:45:00,2800365,0,0,0,0,0
1940,86209409-0,3206,58074747-6,2025-04-29 16:30:00,3081058,0,0,0,0,0
1941,94023614-4,2956,63958627-0,2025-04-30 11:30:00,2086651,0,0,0,0,0
1942,73177104-4,3563,93738834-2,2025-04-30 15:00:00,50500,0,0,0,0,0
1943,86209409-0,771,41515034-6,2025-04-08 18:30:00,2727431,0,0,0,0,0
1944,94023614-4,783,63708168-9,2025-04-28 14:15:00,1600123,0,0,0,0,0
1945,57378727-6,1773,36428633-7,2025-04-24 11:15:00,2820245,0,0,0,0,0
1946,22767738-4,2597,30310762-2,2025-05-02 14:00:00,1750012,1,2,0,481,238
1947,95208514-3,863,91096368-2,2025-04-21 13:30:00,3238968,0,0,0,0,0
1948,73177104-4,1948,65310865-3,2025-04-01 10:30:00,1600123,1,4,0,482,0
1949,22767738-4,1157,53407302-6,2025-04-04 13:30:00,2820245,0,0,0,0,0
1950,86209409-0,898,52872009-7,2025-04-22 10:30:00,3081058,0,0,0,0,0
1951,86209409-0,2364,72222830-6,2025-04-28 15:30:00,3010000,1,1,0,483,239
1952,95208514-3,3088,42856973-7,2025-04-07 18:00:00,2820245,1,1,0,484,240
1953,57378727-6,240,56809478-6,2025-04-09 11:45:00,3092497,0,0,0,0,0
1954,57378727-6,1444,93738834-2,2025-04-09 11:30:00,2820245,0,0,0,0,0
1955,95208514-3,1025,94361312-4,2025-04-20 11:15:00,50500,0,0,0,0,0
1956,95208514-3,1957,32601187-2,2025-04-23 11:30:00,2132690,0,0,0,0,0
1957,86209409-0,183,21509837-2,2025-04-24 12:30:00,3010000,0,0,0,0,0
1958,57378727-6,2253,13560469-0,2025-04-26 10:00:00,2506300,1,3,0,485,0
1959,86209409-0,1798,33469812-2,2025-04-23 10:15:00,3120345,0,0,0,0,0
1960,22767738-4,227,84638972-5,2025-04-09 12:15:00,3010000,0,0,0,0,0
1961,94023614-4,567,49771636-9,2025-04-05 11:45:00,1600123,0,0,0,0,0
1962,22767738-4,1481,97980836-2,2025-04-24 13:00:00,2800365,1,4,0,486,0
1963,57378727-6,3374,31462078-5,2025-04-13 17:15:00,3010000,0,0,0,0,0
1964,73177104-4,3391,99550289-1,2025-04-22 10:15:00,1600123,1,1,0,487,241
1965,86209409-0,2853,89066256-8,2025-04-11 18:00:00,1600123,0,0,0,0,0
1966,95208514-3,135,90206203-1,2025-04-24 09:15:00,3120345,0,0,0,0,0
1967,22767738-4,1709,36809677-6,2025-04-26 11:30:00,3081058,1,2,0,488,242
1968,73177104-4,2962,50672725-4,2025-04-20 12:00:00,1800999,0,0,0,0,0
1969,73177104-4,3273,27075358-5,2025-04-20 09:00:00,2132690,1,1,0,489,243
1970,94023614-4,1033,80062558-9,2025-04-05 14:45:00,2132690,0,0,0,0,0
1971,95208514-3,1379,76332098-2,2025-04-11 14:00:00,2820245,0,0,0,0,0
1972,73177104-4,2189,78662663-0,2025-04-23 12:45:00,2800365,1,3,0,490,0
1973,57378727-6,1232,70026603-3,2025-04-03 10:30:00,1800999,0,0,0,0,0
1974,86209409-0,2721,65310865-3,2025-04-19 17:15:00,2506300,1,3,0,491,0
1975,95208514-3,674,38867100-7,2025-04-06 10:30:00,1750012,0,0,0,0,0
1976,95208514-3,2169,97926155-6,2025-05-02 09:15:00,3092497,0,0,0,0,0
1977,57378727-6,1961,53337367-3,2025-04-23 11:00:00,2105020,0,0,0,0,0
1978,94023614-4,1152,96998252-1,2025-04-26 12:30:00,2800365,1,2,0,492,244
1979,86209409-0,3047,97926155-6,2025-04-05 10:30:00,2132690,1,2,0,493,245
1980,94023614-4,2170,23572980-4,2025-04-09 12:15:00,3081058,0,0,0,0,0
1981,22767738-4,1247,66264861-2,2025-04-04 18:30:00,1800999,0,0,0,0,0
1982,73177104-4,3452,95010809-6,2025-04-18 08:30:00,3120345,0,0,0,0,0
1983,95208514-3,928,11458745-0,2025-04-07 09:15:00,3238968,1,2,0,494,246
1984,95208514-3,1848,74803113-9,2025-04-20 11:15:00,1800999,0,0,0,0,0
1985,94023614-4,2188,33791677-0,2025-04-14 11:45:00,2132690,0,0,0,0,0
1986,73177104-4,48,19805123-3,2025-04-02 14:30:00,2820245,0,0,0,0,0
1987,57378727-6,1670,12031991-9,2025-04-07 18:15:00,3120345,0,0,0,0,0
1988,86209409-0,478,51009521-0,2025-04-28 10:15:00,2820245,0,0,0,0,0
1989,94023614-4,1876,94361312-4,2025-04-22 18:00:00,2727431,0,0,0,0,0
1990,94023614-4,2242,86332222-2,2025-04-12 13:00:00,3238968,0,0,0,0,0
1991,94023614-4,448,22769853-9,2025-04-10 14:00:00,2820245,1,3,0,495,0
1992,86209409-0,457,95595189-5,2025-04-12 12:30:00,2506300,1,3,0,496,0
1993,86209409-0,2534,22769853-9,2025-04-16 10:30:00,1800999,0,0,0,0,0
1994,95208514-3,980,94361312-4,2025-04-05 09:45:00,50500,0,0,0,0,0
1995,95208514-3,297,44722314-7,2025-04-27 17:45:00,3120345,0,0,0,0,0
1996,94023614-4,3259,32340622-6,2025-04-20 12:45:00,3238968,0,0,0,0,0
1997,86209409-0,154,35405564-1,2025-04-07 10:00:00,3010000,0,0,0,0,0
1998,95208514-3,287,99550289-1,2025-04-19 09:45:00,3120345,0,0,0,0,0
1999,94023614-4,940,82205587-1,2025-04-29 18:00:00,2105020,0,0,0,0,0
2000,57378727-6,2459,45056798-6,2025-05-02 14:15:00,2132690,1,3,0,497,0
2001,95208514-3,1754,74402817-6,2025-04-21 17:15:00,2800365,0,0,0,0,0
2002,86209409-0,3233,70026603-3,2025-04-12 12:45:00,2105020,0,0,0,0,0
2003,94023614-4,378,98275857-9,2025-04-09 16:15:00,3092497,1,4,0,498,0
2004,57378727-6,1740,51009521-0,2025-05-01 15:15:00,3238968,0,0,0,0,0
2005,57378727-6,3367,27423273-6,2025-04-05 13:15:00,1750012,0,0,0,0,0
2006,57378727-6,646,61864673-3,2025-04-15 18:15:00,1800999,1,1,0,499,247
2007,57378727-6,362,81778485-8,2025-04-18 15:00:00,3081058,0,0,0,0,0
2008,86209409-0,669,53375085-5,2025-04-09 17:45:00,1750012,0,0,0,0,0
2009,86209409-0,1161,10615206-0,2025-04-11 09:30:00,1750012,0,0,0,0,0
2010,73177104-4,2510,47192537-4,2025-04-07 12:30:00,2820245,0,0,0,0,0
2011,95208514-3,3436,36809677-6,2025-04-28 08:00:00,2727431,0,0,0,0,0
2012,86209409-0,1878,79159576-1,2025-04-14 11:15:00,3081058,0,0,0,0,0
2013,94023614-4,2521,49261253-8,2025-04-07 10:45:00,2086651,0,0,0,0,0
2014,57378727-6,1005,44480804-6,2025-04-10 15:30:00,2105020,0,0,0,0,0
2015,95208514-3,1849,81164868-4,2025-04-14 13:30:00,2086651,0,0,0,0,0
2016,94023614-4,3633,11458745-0,2025-05-01 08:00:00,2086651,0,0,0,0,0
2017,95208514-3,2406,84295710-6,2025-04-21 16:15:00,25300,0,0,0,0,0
2018,94023614-4,1127,45056798-6,2025-04-04 12:15:00,3010000,0,0,0,0,0
2019,95208514-3,2968,89765444-6,2025-04-01 08:30:00,3238968,0,0,0,0,0
2020,73177104-4,2246,90788070-1,2025-04-18 17:15:00,2105020,0,0,0,0,0
2021,94023614-4,2642,78785402-2,2025-04-21 16:30:00,3092497,0,0,0,0,0
2022,86209409-0,66,31462078-5,2025-04-08 14:00:00,3238968,0,0,0,0,0
2023,86209409-0,3479,39009356-0,2025-04-15 15:00:00,2800365,1,4,0,500,0
2024,73177104-4,778,28592060-1,2025-04-21 14:15:00,2086651,1,1,0,501,248
2025,94023614-4,2611,70414825-8,2025-04-13 18:45:00,2132690,1,4,0,502,0
2026,73177104-4,692,60334032-8,2025-04-12 17:00:00,1800999,0,0,0,0,0
2027,22767738-4,1339,37640277-4,2025-04-11 18:30:00,2086651,0,0,0,0,0
2028,57378727-6,2602,80061523-7,2025-04-17 13:15:00,2727431,0,0,0,0,0
2029,22767738-4,2460,95595189-5,2025-04-16 09:30:00,2727431,0,0,0,0,0
2030,86209409-0,824,48322668-8,2025-04-24 12:45:00,50500,0,0,0,0,0
2031,57378727-6,417,90160627-1,2025-04-03 18:00:00,1800999,0,0,0,0,0
2032,86209409-0,2212,56809478-6,2025-04-27 12:00:00,3092497,0,0,0,0,0
2033,73177104-4,2689,87997004-2,2025-04-11 12:45:00,2086651,1,2,0,503,249
2034,22767738-4,1966,11458745-0,2025-04-11 14:45:00,3010000,0,0,0,0,0
2035,95208514-3,2481,48263743-9,2025-03-31 10:45:00,2506300,1,2,0,504,250
2036,73177104-4,3078,40521119-8,2025-04-12 11:30:00,2727431,1,3,0,505,0
2037,57378727-6,1020,78943450-5,2025-04-23 09:15:00,3120345,0,0,0,0,0
2038,73177104-4,1619,15869307-3,2025-04-06 09:00:00,2800365,0,0,0,0,0
2039,86209409-0,2544,23788335-3,2025-04-26 18:15:00,2800365,0,0,0,0,0
2040,95208514-3,3457,95595189-5,2025-04-09 12:00:00,2820245,0,0,0,0,0
2041,57378727-6,3093,89765444-6,2025-05-01 12:45:00,2506300,0,0,0,0,0
2042,73177104-4,2028,25811298-1,2025-04-28 11:45:00,3238968,1,2,0,506,251
2043,94023614-4,939,20114723-0,2025-04-20 15:15:00,1600123,1,4,0,507,0
2044,86209409-0,2606,45475720-7,2025-04-24 18:45:00,2727431,1,2,0,508,252
2045,22767738-4,353,79018541-2,2025-04-21 13:15:00,35000,1,2,0,0,253
2046,57378727-6,2902,76332098-2,2025-04-20 18:45:00,2727431,1,2,0,509,254
2047,95208514-3,2780,25811298-1,2025-04-27 12:00:00,25300,1,4,5,0,0
