numero,id_hora,rut_paciente,fecha_hora,comentario
2049,1082,45056798-6,2025-04-16 18:15:00,Realizacion de cirugia neurologica
2050,3097,81768570-2,2025-04-14 18:45:00,Realizacion de cirugia neurologica
2051,1240,44722314-7,2025-04-29 14:15:00,Realizacion de cirugia ortopedica
2052,3226,51072055-5,2025-04-12 13:45:00,Realizacion de cirugia abdominal
2053,1900,77121423-7,2025-04-06 18:00:00,Realizacion de cirugia ortopedica
2054,3668,59604556-2,2025-04-08 18:45:00,Realizacion de cirugia plastica
2055,2677,93738834-2,2025-04-05 16:00:00,Realizacion de cirugia otorrinolaringologica
2056,684,58501550-1,2025-04-23 11:15:00,Realizacion de cirugia renal
2057,1120,67552699-5,2025-04-04 15:45:00,Realizacion de cirugia otorrinolaringologica
2058,585,91096368-2,2025-04-09 08:30:00,Consulta general
2059,2120,25422399-6,2025-04-13 12:30:00,Realizacion de cirugia otorrinolaringologica
2060,729,96998252-1,2025-04-30 11:30:00,Realizacion de cirugia plastica
2061,2584,20272755-6,2025-05-01 08:30:00,Realizacion de cirugia otorrinolaringologica
2062,23,64744316-9,2025-04-20 10:15:00,Realizacion de cirugia plastica
2063,2622,65012894-9,2025-04-03 13:45:00,Realizacion de cirugia neurologica
2064,1727,20114723-0,2025-04-11 12:00:00,Dolor abdominal y nauseas
2065,1193,11592484-9,2025-04-15 16:00:00,Realizacion de cirugia neurologica
2066,1119,67260949-6,2025-04-11 18:00:00,Realizacion de cirugia otorrinolaringologica
2067,141,66747669-9,2025-04-08 18:45:00,Realizacion de cirugia cardiovascular
2068,1492,34310135-9,2025-04-08 14:45:00,Realizacion de cirugia otorrinolaringologica
2069,1499,76332098-2,2025-04-29 08:45:00,Realizacion de cirugia otorrinolaringologica
2070,217,16625683-2,2025-04-26 12:30:00,Realizacion de cirugia plastica
2071,1392,14540200-5,2025-04-16 14:30:00,Solicitud de examen de sangre
2072,2564,91766615-6,2025-04-06 09:15:00,Realizacion de cirugia otorrinolaringologica
2073,1417,40521119-8,2025-04-24 13:30:00,Problemas respiratorios
2074,1267,91096368-2,2025-04-27 15:30:00,Solicitud de examen de sangre
2075,1130,84638972-5,2025-04-07 12:30:00,Realizacion de cirugia en torax
2076,2707,31950796-6,2025-04-09 18:00:00,Realizacion de cirugia en torax
2077,2245,32601187-2,2025-04-12 10:00:00,Realizacion de cirugia cardiovascular
2078,192,27423273-6,2025-04-25 11:45:00,Realizacion de cirugia otorrinolaringologica
2079,92,12457845-7,2025-04-05 14:15:00,Realizacion de cirugia abdominal
2080,362,81778485-8,2025-04-19 15:00:00,Realizacion de cirugia en torax
2081,769,51072055-5,2025-04-16 09:45:00,Realizacion de cirugia otorrinolaringologica
2082,1063,69482795-6,2025-04-03 18:15:00,Realizacion de cirugia otorrinolaringologica
2083,1191,11981843-5,2025-04-19 18:45:00,Realizacion de cirugia en torax
2084,2328,87722745-4,2025-04-25 15:15:00,Realizacion de cirugia ortopedica
2085,206,70812597-6,2025-04-08 17:00:00,Realizacion de cirugia plastica
2086,2505,13560469-0,2025-04-04 17:45:00,Realizacion de cirugia abdominal
2087,1798,33469812-2,2025-04-24 10:15:00,Realizacion de cirugia otorrinolaringologica
2088,2131,16625683-2,2025-04-22 14:45:00,Realizacion de cirugia en torax
2089,768,65310865-3,2025-04-05 15:45:00,Realizacion de cirugia neurologica
2090,2873,84295710-6,2025-04-04 11:45:00,Realizacion de cirugia abdominal
2091,1360,67260949-6,2025-04-06 11:15:00,Revision de cicatriz postoperatoria
2092,478,51009521-0,2025-04-28 10:15:00,Realizacion de cirugia ortopedica
2093,1162,12429516-4,2025-04-23 09:00:00,Realizacion de cirugia abdominal
2094,1674,72424451-8,2025-04-06 13:30:00,Realizacion de cirugia cardiovascular
2095,1653,45152877-6,2025-04-18 17:00:00,Realizacion de cirugia abdominal
2096,922,52872009-7,2025-04-11 16:15:00,Realizacion de cirugia neurologica
2097,2154,85033698-2,2025-04-12 13:00:00,Dolor abdominal y nauseas
2098,3450,45152877-6,2025-04-14 17:45:00,Realizacion de cirugia cardiovascular
2099,77,10615206-0,2025-04-27 13:15:00,Realizacion de cirugia abdominal
2100,424,73899711-4,2025-04-07 18:00:00,Revision de cicatriz postoperatoria
2101,3200,64744316-9,2025-04-20 18:30:00,Realizacion de cirugia plastica
2102,3277,29962868-0,2025-04-26 12:45:00,Realizacion de cirugia plastica
2103,1114,51009521-0,2025-04-19 16:15:00,Realizacion de cirugia abdominal
2104,3029,90160627-1,2025-04-19 17:30:00,Realizacion de cirugia renal
2105,2372,31950796-6,2025-04-18 13:15:00,Realizacion de cirugia en torax
2106,2775,89765444-6,2025-04-24 18:30:00,Realizacion de cirugia abdominal
2107,2540,61617949-1,2025-04-06 18:00:00,Realizacion de cirugia en torax
2108,2724,27470077-6,2025-04-24 18:00:00,Realizacion de cirugia plastica
2109,3224,78943450-5,2025-04-18 09:00:00,Realizacion de cirugia ortopedica
2110,1930,11852079-8,2025-04-10 10:15:00,Realizacion de cirugia plastica
2111,2476,68316971-1,2025-04-03 09:00:00,Realizacion de cirugia neurologica
2112,2502,77724461-4,2025-04-11 18:15:00,Realizacion de cirugia otorrinolaringologica
2113,697,92670172-1,2025-04-05 17:30:00,Realizacion de cirugia abdominal
2114,1923,27075358-5,2025-04-29 13:45:00,Realizacion de cirugia plastica
2115,1867,11852079-8,2025-04-30 15:45:00,Realizacion de cirugia cardiovascular
2116,2598,28592060-1,2025-04-20 09:45:00,Realizacion de cirugia cardiovascular
2117,812,78803927-1,2025-04-20 11:45:00,Realizacion de cirugia ortopedica
2118,82,16251209-1,2025-04-19 09:00:00,Realizacion de cirugia cardiovascular
2119,3592,49291952-0,2025-04-09 10:30:00,Realizacion de cirugia neurologica
2120,1370,88755903-1,2025-04-16 17:15:00,Realizacion de cirugia en torax
2121,3141,44722314-7,2025-04-11 08:30:00,Realizacion de cirugia renal
2122,3048,25939458-6,2025-04-11 14:45:00,Realizacion de cirugia en torax
2123,3311,55322795-0,2025-04-27 12:45:00,Realizacion de cirugia otorrinolaringologica
2124,1272,65999494-0,2025-04-02 11:15:00,Realizacion de cirugia cardiovascular
2125,1804,59644030-9,2025-04-24 12:00:00,Realizacion de cirugia otorrinolaringologica
2126,2660,78093216-6,2025-04-24 16:45:00,Realizacion de cirugia renal
2127,398,46930558-3,2025-04-03 14:00:00,Realizacion de cirugia otorrinolaringologica
2128,471,66594934-8,2025-04-26 08:45:00,Realizacion de cirugia renal
2129,1228,90942860-9,2025-04-11 10:45:00,Realizacion de cirugia otorrinolaringologica
2130,1827,99352036-1,2025-04-17 14:30:00,Realizacion de cirugia en torax
2131,3485,15074844-0,2025-04-07 09:15:00,Realizacion de cirugia neurologica
2132,2228,78310737-4,2025-04-18 16:45:00,Realizacion de cirugia ortopedica
2133,2317,34310135-9,2025-04-23 12:00:00,Realizacion de cirugia ortopedica
2134,1558,38867100-7,2025-04-28 15:15:00,Realizacion de cirugia neurologica
2135,1889,98041254-1,2025-04-13 17:45:00,Realizacion de cirugia otorrinolaringologica
2136,2483,23788335-3,2025-04-29 11:15:00,Realizacion de cirugia plastica
2137,237,38196101-9,2025-04-15 11:00:00,Realizacion de cirugia ortopedica
2138,1637,63708168-9,2025-04-14 17:45:00,Realizacion de cirugia neurologica
2139,3548,98041254-1,2025-04-10 18:30:00,Realizacion de cirugia neurologica
2140,309,28592060-1,2025-04-17 11:30:00,Realizacion de cirugia ortopedica
2141,1444,93738834-2,2025-04-10 11:30:00,Realizacion de cirugia plastica
2142,3191,65310865-3,2025-04-04 15:00:00,Realizacion de cirugia en torax
2143,2934,12429516-4,2025-04-12 08:45:00,Realizacion de cirugia neurologica
2144,2282,28592060-1,2025-04-17 15:00:00,Realizacion de cirugia renal
2145,2353,85188169-7,2025-04-15 16:45:00,Realizacion de cirugia cardiovascular
2146,3121,25939458-6,2025-04-28 14:00:00,Realizacion de cirugia cardiovascular
2147,1106,24735893-2,2025-04-26 16:30:00,Realizacion de cirugia en torax
2148,3333,27470077-6,2025-04-07 10:45:00,Dolor abdominal y nauseas
2149,2325,91766615-6,2025-04-22 10:15:00,Realizacion de cirugia abdominal
2150,1227,32043482-6,2025-04-19 15:45:00,Realizacion de cirugia plastica
2151,2666,98967597-1,2025-04-15 16:30:00,Realizacion de cirugia en torax
2152,905,86853828-8,2025-04-23 09:15:00,Realizacion de cirugia neurologica
2153,3399,79159576-1,2025-04-04 16:30:00,Realizacion de cirugia otorrinolaringologica
2154,1279,50396459-7,2025-04-10 14:30:00,Realizacion de cirugia neurologica
2155,920,79159576-1,2025-04-25 15:30:00,Solicitud de examen de sangre
2156,2020,97980836-2,2025-04-07 13:45:00,Realizacion de cirugia renal
2157,3405,55643376-9,2025-04-16 09:45:00,Realizacion de cirugia renal
2158,3272,48863238-8,2025-04-05 08:45:00,Realizacion de cirugia cardiovascular
2159,946,21398093-5,2025-04-14 13:15:00,Realizacion de cirugia abdominal
2160,412,51263568-1,2025-04-10 15:00:00,Solicitud de examen de sangre
2161,166,55539940-3,2025-04-17 08:15:00,Realizacion de cirugia renal
2162,3434,49873347-8,2025-04-26 08:30:00,Realizacion de cirugia neurologica
2163,3451,28841318-9,2025-04-27 08:15:00,Realizacion de cirugia neurologica
2164,574,99550289-1,2025-04-13 15:00:00,Realizacion de cirugia plastica
2165,26,95010809-6,2025-04-10 15:30:00,Realizacion de cirugia abdominal
2166,506,20272755-6,2025-04-12 11:00:00,Realizacion de cirugia en torax
2167,85,72424451-8,2025-04-02 14:15:00,Realizacion de cirugia abdominal
2168,2077,38196101-9,2025-05-01 18:45:00,Realizacion de cirugia ortopedica
2169,667,14875579-3,2025-04-03 12:00:00,Realizacion de cirugia abdominal
2170,519,78803927-1,2025-04-19 12:15:00,Realizacion de cirugia abdominal
2171,20,53337367-3,2025-04-16 12:15:00,Realizacion de cirugia neurologica
2172,1020,78943450-5,2025-04-25 09:15:00,Realizacion de cirugia renal
2173,297,44722314-7,2025-04-29 17:45:00,Realizacion de cirugia renal
2174,2428,77121423-7,2025-04-16 13:30:00,Realizacion de cirugia en torax
2175,1462,12457845-7,2025-04-04 18:15:00,Realizacion de cirugia plastica
2176,830,62237414-5,2025-04-21 13:45:00,Realizacion de cirugia plastica
2177,1338,27075358-5,2025-04-14 17:30:00,Realizacion de cirugia abdominal
2178,3555,58719444-0,2025-04-10 13:30:00,Consulta general
2179,1802,76332098-2,2025-04-18 08:30:00,Realizacion de cirugia otorrinolaringologica
2180,995,46367453-0,2025-04-19 10:15:00,Realizacion de cirugia en torax
2181,3482,95431346-9,2025-04-23 14:15:00,Realizacion de cirugia en torax
2182,2264,15074844-0,2025-04-28 18:30:00,Realizacion de cirugia cardiovascular
2183,797,68040732-2,2025-04-24 09:00:00,Realizacion de cirugia neurologica
2184,3526,97372190-1,2025-04-11 13:15:00,Realizacion de cirugia cardiovascular
2185,1495,75006543-8,2025-04-28 16:30:00,Realizacion de cirugia plastica
2186,387,36428633-7,2025-04-03 14:15:00,Realizacion de cirugia en torax
2187,341,22519178-2,2025-04-18 15:45:00,Realizacion de cirugia plastica
2188,1197,95595189-5,2025-04-13 11:00:00,Dolor abdominal y nauseas
2189,1541,84638972-5,2025-04-09 08:00:00,Realizacion de cirugia cardiovascular
2190,2400,19015534-8,2025-04-16 10:30:00,Realizacion de cirugia ortopedica
2191,101,34310135-9,2025-04-11 11:45:00,Solicitud de radiografia
2192,2191,23788335-3,2025-04-28 09:00:00,Realizacion de cirugia cardiovascular
2193,487,24554256-3,2025-04-06 11:45:00,Realizacion de cirugia otorrinolaringologica
2194,825,95431346-9,2025-04-24 18:15:00,Realizacion de cirugia renal
2195,733,40484874-8,2025-04-17 15:45:00,Realizacion de cirugia renal
2196,157,68234030-5,2025-04-13 10:15:00,Problemas respiratorios
2197,183,21509837-2,2025-04-22 12:30:00,Realizacion de cirugia neurologica
2198,1322,49873347-8,2025-04-06 16:00:00,Problemas respiratorios
2199,1780,57891601-9,2025-04-30 13:00:00,Revision de cicatriz postoperatoria
2200,2683,12802093-1,2025-04-09 18:45:00,Realizacion de cirugia cardiovascular
2201,142,28592060-1,2025-05-01 17:45:00,Realizacion de cirugia ortopedica
2202,2133,49291952-0,2025-04-10 13:30:00,Realizacion de cirugia en torax
2203,3170,78310737-4,2025-04-23 14:00:00,Realizacion de cirugia abdominal
2204,245,77121423-7,2025-04-24 10:30:00,Realizacion de cirugia cardiovascular
2205,2806,23572980-4,2025-04-09 10:30:00,Realizacion de cirugia neurologica
2206,767,35405564-1,2025-05-01 13:00:00,Realizacion de cirugia renal
2207,2163,22519178-2,2025-04-20 17:15:00,Realizacion de cirugia abdominal
2208,2158,29962868-0,2025-04-17 14:15:00,Realizacion de cirugia otorrinolaringologica
2209,824,48322668-8,2025-04-25 12:45:00,Revision de cicatriz postoperatoria
2210,669,53375085-5,2025-04-11 17:45:00,Realizacion de cirugia cardiovascular
2211,2883,66594934-8,2025-04-21 10:30:00,Realizacion de cirugia ortopedica
2212,1876,94361312-4,2025-04-23 18:00:00,Realizacion de cirugia neurologica
2213,1574,55322795-0,2025-04-16 18:15:00,Realizacion de cirugia otorrinolaringologica
2214,2890,65999494-0,2025-04-28 13:15:00,Realizacion de cirugia plastica
2215,1731,16226259-9,2025-04-21 10:45:00,Realizacion de cirugia otorrinolaringologica
2216,2301,44920115-1,2025-04-29 11:00:00,Realizacion de cirugia plastica
2217,2232,92670172-1,2025-04-20 15:00:00,Realizacion de cirugia cardiovascular
2218,3609,60334032-8,2025-04-16 15:00:00,Realizacion de cirugia cardiovascular
2219,1795,99921909-4,2025-04-30 14:30:00,Realizacion de cirugia plastica
2220,2829,58074747-6,2025-04-18 10:00:00,Realizacion de cirugia plastica
2221,3437,24554256-3,2025-04-08 09:30:00,Realizacion de cirugia cardiovascular
2222,2041,31950796-6,2025-04-27 10:45:00,Realizacion de cirugia renal
2223,1329,48863238-8,2025-04-03 10:00:00,Realizacion de cirugia renal
2224,3155,31462078-5,2025-04-29 15:30:00,Realizacion de cirugia en torax
2225,3355,82205587-1,2025-05-01 12:00:00,Realizacion de cirugia otorrinolaringologica
2226,3425,16251209-1,2025-04-02 12:45:00,Realizacion de cirugia en torax
2227,3230,98720208-3,2025-04-07 13:45:00,Realizacion de cirugia cardiovascular
2228,1089,95838628-5,2025-04-14 12:15:00,Realizacion de cirugia neurologica
2229,2434,89765444-6,2025-04-21 13:15:00,Realizacion de cirugia cardiovascular
2230,1665,20940665-3,2025-04-20 14:45:00,Solicitud de radiografia
2231,67,51072055-5,2025-04-29 13:30:00,Consulta general
2232,133,81164868-4,2025-04-10 12:30:00,Realizacion de cirugia cardiovascular
2233,935,93738834-2,2025-04-08 08:30:00,Realizacion de cirugia neurologica
2234,3385,27470077-6,2025-04-03 10:45:00,Realizacion de cirugia abdominal
2235,1809,63952204-2,2025-04-16 08:30:00,Realizacion de cirugia ortopedica
2236,3261,53407302-6,2025-04-12 14:00:00,Realizacion de cirugia ortopedica
2237,1618,86853828-8,2025-04-21 13:15:00,Realizacion de cirugia en torax
2238,2902,76332098-2,2025-04-18 18:45:00,Realizacion de cirugia abdominal
2239,2596,31950796-6,2025-04-14 09:00:00,Realizacion de cirugia abdominal
2240,3140,24441102-3,2025-04-18 18:15:00,Realizacion de cirugia otorrinolaringologica
2241,2950,86190085-8,2025-04-25 16:15:00,Realizacion de cirugia ortopedica
2242,834,11458745-0,2025-04-03 11:45:00,Realizacion de cirugia ortopedica
2243,2369,87997004-2,2025-04-22 16:00:00,Realizacion de cirugia renal
2244,2550,56640243-9,2025-04-02 09:45:00,Realizacion de cirugia ortopedica
2245,3044,45955017-8,2025-04-22 12:45:00,Realizacion de cirugia en torax
2246,2373,12031991-9,2025-05-01 12:15:00,Solicitud de radiografia
2247,1689,33469812-2,2025-04-12 13:00:00,Realizacion de cirugia renal
2248,2071,38867100-7,2025-04-07 13:45:00,Realizacion de cirugia ortopedica
2249,430,51009521-0,2025-04-25 10:30:00,Realizacion de cirugia en torax
2250,2910,22212788-6,2025-04-26 10:30:00,Realizacion de cirugia en torax
2251,3457,95595189-5,2025-04-09 12:00:00,Realizacion de cirugia neurologica
2252,2170,23572980-4,2025-04-11 12:15:00,Realizacion de cirugia renal
2253,3083,33469812-2,2025-04-15 18:30:00,Realizacion de cirugia plastica
2254,1489,55643376-9,2025-04-28 18:45:00,Realizacion de cirugia cardiovascular
2255,2467,84638972-5,2025-04-18 16:15:00,Realizacion de cirugia cardiovascular
2256,616,16226259-9,2025-04-03 10:00:00,Realizacion de cirugia abdominal
2257,1897,57581646-4,2025-04-22 12:15:00,Realizacion de cirugia cardiovascular
2258,3533,45623694-9,2025-04-06 11:15:00,Realizacion de cirugia abdominal
2259,1622,87722745-4,2025-04-26 17:00:00,Realizacion de cirugia cardiovascular
2260,1469,56809478-6,2025-04-28 09:00:00,Realizacion de cirugia cardiovascular
2261,3488,29962868-0,2025-04-24 17:30:00,Realizacion de cirugia en torax
2262,447,65999494-0,2025-04-03 14:30:00,Realizacion de cirugia ortopedica
2263,413,24554256-3,2025-04-05 17:15:00,Realizacion de cirugia ortopedica
2264,2461,27470077-6,2025-04-14 11:00:00,Realizacion de cirugia ortopedica
2265,1983,32090021-3,2025-04-18 14:45:00,Realizacion de cirugia otorrinolaringologica
2266,692,60334032-8,2025-04-13 17:00:00,Realizacion de cirugia en torax
2267,766,40484874-8,2025-05-01 14:45:00,Realizacion de cirugia plastica
2268,3423,65012894-9,2025-04-04 08:15:00,Realizacion de cirugia plastica
2269,895,72222830-6,2025-04-28 13:15:00,Realizacion de cirugia ortopedica
2270,2435,80062558-9,2025-04-10 15:00:00,Realizacion de cirugia en torax
2271,3515,22769853-9,2025-04-23 10:00:00,Realizacion de cirugia neurologica
2272,2907,91096368-2,2025-05-01 08:45:00,Realizacion de cirugia ortopedica
2273,611,42856973-7,2025-04-16 15:00:00,Realizacion de cirugia ortopedica
2274,2537,12429516-4,2025-04-19 12:45:00,Realizacion de cirugia otorrinolaringologica
2275,93,40884415-9,2025-04-17 09:45:00,Realizacion de cirugia neurologica
2276,1054,61864673-3,2025-04-13 16:15:00,Realizacion de cirugia abdominal
2277,395,79018541-2,2025-04-13 12:30:00,Realizacion de cirugia en torax
2278,2504,20272755-6,2025-04-14 08:30:00,Realizacion de cirugia otorrinolaringologica
2279,2222,60593511-0,2025-04-27 16:30:00,Solicitud de examen de sangre
2280,978,94761985-0,2025-04-13 16:30:00,Realizacion de cirugia plastica
2281,2940,27423273-6,2025-04-26 08:15:00,Realizacion de cirugia en torax
2282,2298,72795772-4,2025-04-28 12:45:00,Realizacion de cirugia en torax
2283,3546,90160627-1,2025-04-04 18:15:00,Realizacion de cirugia en torax
2284,3166,87722745-4,2025-04-28 13:15:00,Realizacion de cirugia otorrinolaringologica
2285,1864,86190085-8,2025-04-07 09:45:00,Solicitud de examen de sangre
2286,36,48263743-9,2025-04-24 16:15:00,Solicitud de examen de sangre
2287,2779,65012894-9,2025-04-07 08:30:00,Realizacion de cirugia renal
2288,2693,93827792-4,2025-04-28 18:45:00,Realizacion de cirugia renal
2289,3402,99352036-1,2025-04-08 10:45:00,Realizacion de cirugia abdominal
2290,3142,98720208-3,2025-04-14 16:00:00,Realizacion de cirugia ortopedica
2291,623,75006543-8,2025-04-18 12:00:00,Realizacion de cirugia plastica
2292,3146,83733104-2,2025-04-28 14:15:00,Realizacion de cirugia neurologica
2293,2812,17091110-7,2025-04-18 09:30:00,Realizacion de cirugia en torax
2294,3424,70812597-6,2025-05-01 08:00:00,Realizacion de cirugia otorrinolaringologica
2295,2845,72795772-4,2025-04-04 12:30:00,Realizacion de cirugia plastica
2296,3210,66594934-8,2025-04-07 09:45:00,Realizacion de cirugia renal
2297,888,22212788-6,2025-04-10 14:45:00,Realizacion de cirugia otorrinolaringologica
2298,1231,89066256-8,2025-04-16 15:45:00,Realizacion de cirugia otorrinolaringologica
2299,516,40388373-6,2025-04-11 12:30:00,Realizacion de cirugia renal
2300,1399,96998252-1,2025-04-29 15:00:00,Realizacion de cirugia cardiovascular
2301,1639,95010809-6,2025-04-04 09:15:00,Realizacion de cirugia abdominal
2302,1281,14875579-3,2025-04-05 09:15:00,Realizacion de cirugia otorrinolaringologica
2303,3427,11458745-0,2025-04-19 13:15:00,Realizacion de cirugia renal
2304,1241,95595189-5,2025-04-24 08:45:00,Dolor abdominal y nauseas
2305,507,49190437-8,2025-04-23 11:45:00,Realizacion de cirugia neurologica
2306,3137,93827792-4,2025-04-17 10:30:00,Realizacion de cirugia otorrinolaringologica
2307,3632,16226259-9,2025-04-22 16:45:00,Realizacion de cirugia renal
2308,1741,35405564-1,2025-04-06 17:30:00,Realizacion de cirugia abdominal
2309,1578,24595395-3,2025-04-09 08:45:00,Consulta general
2310,2734,16625683-2,2025-04-25 17:30:00,Realizacion de cirugia en torax
2311,2714,56565081-1,2025-04-09 09:00:00,Realizacion de cirugia plastica
2312,973,50396459-7,2025-05-01 17:45:00,Realizacion de cirugia cardiovascular
2313,548,19557494-0,2025-04-02 13:00:00,Realizacion de cirugia abdominal
2314,2710,96253618-2,2025-04-25 15:45:00,Realizacion de cirugia otorrinolaringologica
2315,2095,20114723-0,2025-04-23 16:45:00,Realizacion de cirugia plastica
2316,3543,41710986-9,2025-04-03 12:15:00,Realizacion de cirugia otorrinolaringologica
2317,3149,62903851-4,2025-04-29 17:00:00,Realizacion de cirugia cardiovascular
2318,2087,22519178-2,2025-05-01 09:30:00,Realizacion de cirugia en torax
2319,1121,30716561-0,2025-04-06 09:15:00,Realizacion de cirugia neurologica
2320,1522,65310865-3,2025-05-01 17:30:00,Realizacion de cirugia otorrinolaringologica
2321,2230,85033698-2,2025-04-10 08:15:00,Realizacion de cirugia plastica
2322,3344,93738834-2,2025-04-23 11:30:00,Realizacion de cirugia otorrinolaringologica
2323,2894,76332098-2,2025-04-23 10:15:00,Realizacion de cirugia neurologica
2324,277,15074844-0,2025-04-14 15:30:00,Revision de cicatriz postoperatoria
2325,1974,13087595-1,2025-04-26 08:30:00,Solicitud de examen de sangre
2326,3464,34310135-9,2025-04-29 13:00:00,Realizacion de cirugia plastica
2327,2738,51992140-2,2025-04-29 14:00:00,Realizacion de cirugia ortopedica
2328,2404,49197992-8,2025-04-15 10:30:00,Solicitud de examen de sangre
2329,715,62237414-5,2025-04-15 12:00:00,Realizacion de cirugia cardiovascular
2330,2115,70026603-3,2025-04-05 18:15:00,Realizacion de cirugia neurologica
2331,1642,36428633-7,2025-04-25 18:30:00,Realizacion de cirugia en torax
2332,2706,48263743-9,2025-04-04 16:45:00,Realizacion de cirugia cardiovascular
2333,1907,39009356-0,2025-04-27 11:45:00,Realizacion de cirugia renal
2334,866,27075358-5,2025-04-13 17:00:00,Realizacion de cirugia renal
2335,442,46367453-0,2025-04-10 08:45:00,Realizacion de cirugia ortopedica
2336,1929,30716561-0,2025-04-11 11:45:00,Realizacion de cirugia en torax
2337,2118,12031991-9,2025-04-03 10:15:00,Realizacion de cirugia otorrinolaringologica
2338,966,24554256-3,2025-04-28 16:45:00,Solicitud de radiografia
2339,2609,69482795-6,2025-04-16 18:30:00,Consulta general
2340,3487,84295710-6,2025-05-01 09:15:00,Realizacion de cirugia otorrinolaringologica
2341,2398,69482795-6,2025-04-13 10:30:00,Realizacion de cirugia ortopedica
2342,1836,29962868-0,2025-04-12 16:30:00,Realizacion de cirugia otorrinolaringologica
2343,2477,31462078-5,2025-04-28 08:15:00,Realizacion de cirugia cardiovascular
2344,2991,85033698-2,2025-04-18 13:30:00,Realizacion de cirugia en torax
2345,439,66594934-8,2025-04-03 16:00:00,Realizacion de cirugia abdominal
2346,3050,56565081-1,2025-04-14 10:45:00,Realizacion de cirugia abdominal
2347,837,82205587-1,2025-04-04 16:00:00,Realizacion de cirugia cardiovascular
2348,2497,22212788-6,2025-04-17 11:15:00,Realizacion de cirugia neurologica
2349,2786,48322668-8,2025-04-16 15:15:00,Realizacion de cirugia abdominal
2350,1026,75833080-6,2025-04-12 14:30:00,Realizacion de cirugia neurologica
2351,268,78310737-4,2025-04-11 09:00:00,Realizacion de cirugia renal
2352,2343,24595395-3,2025-04-12 16:45:00,Realizacion de cirugia cardiovascular
2353,1285,45152877-6,2025-04-25 18:30:00,Realizacion de cirugia plastica
2354,1249,44920115-1,2025-04-26 15:45:00,Realizacion de cirugia en torax
2355,2963,61864673-3,2025-04-18 13:45:00,Realizacion de cirugia cardiovascular
2356,2713,50692374-0,2025-04-25 12:45:00,Dolor abdominal y nauseas
2357,2314,45846060-8,2025-04-18 18:30:00,Realizacion de cirugia otorrinolaringologica
2358,893,90889318-2,2025-04-12 13:30:00,Realizacion de cirugia neurologica
2359,671,44480804-6,2025-04-12 08:45:00,Realizacion de cirugia en torax
2360,2891,82205587-1,2025-04-21 12:15:00,Realizacion de cirugia abdominal
2361,2516,53039267-4,2025-04-16 09:30:00,Realizacion de cirugia en torax
2362,957,96998252-1,2025-04-29 14:00:00,Realizacion de cirugia cardiovascular
2363,1624,97372190-1,2025-04-20 09:15:00,Dolor abdominal y nauseas
2364,208,69482795-6,2025-04-03 08:30:00,Realizacion de cirugia en torax
2365,804,70414825-8,2025-04-12 10:30:00,Realizacion de cirugia ortopedica
2366,3549,98275857-9,2025-04-08 13:00:00,Realizacion de cirugia otorrinolaringologica
2367,3274,94761985-0,2025-04-06 17:30:00,Realizacion de cirugia renal
2368,381,83733104-2,2025-04-14 16:15:00,Realizacion de cirugia neurologica
2369,2076,90889318-2,2025-04-24 08:45:00,Revision de cicatriz postoperatoria
2370,1021,51009521-0,2025-04-02 16:00:00,Realizacion de cirugia plastica
2371,1345,49771636-9,2025-04-18 14:00:00,Realizacion de cirugia otorrinolaringologica
2372,745,46930558-3,2025-04-18 13:00:00,Realizacion de cirugia neurologica
2373,1575,10615206-0,2025-04-23 09:30:00,Realizacion de cirugia en torax
2374,2981,20114723-0,2025-04-16 10:30:00,Realizacion de cirugia otorrinolaringologica
2375,2747,88755903-1,2025-04-14 14:00:00,Realizacion de cirugia renal
2376,1801,32043482-6,2025-04-12 15:30:00,Realizacion de cirugia en torax
2377,1668,82205587-1,2025-04-25 10:00:00,Realizacion de cirugia abdominal
2378,1340,32818392-4,2025-04-29 12:15:00,Realizacion de cirugia ortopedica
2379,1464,12031991-9,2025-04-30 09:00:00,Revision de cicatriz postoperatoria
2380,2142,97980836-2,2025-04-29 17:30:00,Realizacion de cirugia abdominal
2381,210,62614900-0,2025-04-08 11:45:00,Realizacion de cirugia renal
2382,3476,57581646-4,2025-04-12 17:00:00,Realizacion de cirugia cardiovascular
2383,3299,41515034-6,2025-04-30 08:15:00,Realizacion de cirugia plastica
2384,3074,85188169-7,2025-04-13 18:15:00,Realizacion de cirugia otorrinolaringologica
2385,2149,89066256-8,2025-04-10 15:00:00,Realizacion de cirugia otorrinolaringologica
2386,19,15074844-0,2025-04-25 08:45:00,Realizacion de cirugia renal
2387,1870,58719444-0,2025-04-03 12:00:00,Realizacion de cirugia abdominal
2388,316,14540200-5,2025-04-12 11:00:00,Realizacion de cirugia plastica
2389,662,66264861-2,2025-04-22 16:15:00,Realizacion de cirugia renal
2390,1925,93738834-2,2025-04-27 13:15:00,Realizacion de cirugia otorrinolaringologica
2391,2572,35405564-1,2025-04-11 09:45:00,Realizacion de cirugia plastica
2392,2297,26529183-7,2025-04-11 12:15:00,Realizacion de cirugia abdominal
2393,1178,27423273-6,2025-04-23 14:30:00,Realizacion de cirugia neurologica
2394,2256,97926155-6,2025-04-15 10:45:00,Realizacion de cirugia abdominal
2395,738,48263743-9,2025-04-05 09:45:00,Realizacion de cirugia plastica
2396,1372,25422399-6,2025-04-13 08:45:00,Realizacion de cirugia ortopedica
