id,fecha_hora,medico,personal,tipo,web,sobrecupo,estado
1794,2025-04-24 17:00:00,95208514-3,83332889-3,2,no,no,0
1795,2025-04-09 09:00:00,22767738-4,30387339-7,1,no,no,1
1796,2025-04-09 10:45:00,22767738-4,75524136-0,1,si,no,0
1797,2025-04-16 15:00:00,94023614-4,75524136-0,1,no,no,1
1798,2025-04-11 14:00:00,73177104-4,21784166-4,2,no,no,1
1799,2025-05-01 17:00:00,57378727-6,21784166-4,1,no,no,1
1800,2025-04-02 12:45:00,94023614-4,78812540-6,2,no,no,0
1801,2025-04-05 13:00:00,95208514-3,83332889-3,1,si,no,0
1802,2025-04-28 09:30:00,22767738-4,78812540-6,1,si,no,2
1803,2025-04-05 09:00:00,73177104-4,37899207-9,1,si,no,1
1804,2025-04-15 17:30:00,22767738-4,37899207-9,1,si,no,0
1805,2025-04-22 11:45:00,94023614-4,30387339-7,1,no,no,1
1806,2025-04-19 15:30:00,22767738-4,21784166-4,2,no,no,0
1807,2025-04-21 17:15:00,86209409-0,75524136-0,1,no,no,0
1808,2025-04-15 14:30:00,95208514-3,75524136-0,1,no,no,1
1809,2025-04-23 12:00:00,94023614-4,30387339-7,2,no,no,1
1810,2025-04-13 15:30:00,95208514-3,75524136-0,1,no,no,0
1811,2025-04-21 13:45:00,22767738-4,30387339-7,1,si,no,1
1812,2025-04-20 16:15:00,95208514-3,75524136-0,1,no,no,1
1813,2025-04-20 12:45:00,94023614-4,78812540-6,2,no,no,1
1814,2025-04-24 13:00:00,22767738-4,75524136-0,1,si,no,0
1815,2025-04-22 11:00:00,22767738-4,21784166-4,1,si,no,1
1816,2025-04-13 18:45:00,73177104-4,21784166-4,1,no,no,1
1817,2025-04-06 11:00:00,22767738-4,83332889-3,1,si,no,1
1818,2025-04-07 17:00:00,73177104-4,16394885-1,1,no,no,2
1819,2025-04-04 09:00:00,94023614-4,37899207-9,2,no,no,1
1820,2025-04-18 18:15:00,95208514-3,37899207-9,1,no,no,2
1821,2025-04-26 17:15:00,73177104-4,16394885-1,1,si,no,1
1822,2025-04-02 11:30:00,22767738-4,16394885-1,1,no,no,0
1823,2025-04-10 13:15:00,73177104-4,83332889-3,1,no,no,1
1824,2025-04-02 08:00:00,57378727-6,51192824-9,2,no,no,1
1825,2025-04-07 08:15:00,94023614-4,51192824-9,1,no,no,1
1826,2025-04-04 08:00:00,86209409-0,21784166-4,1,si,no,0
1827,2025-04-04 10:00:00,73177104-4,16394885-1,1,no,no,1
1828,2025-04-03 14:00:00,57378727-6,37899207-9,2,no,no,1
1829,2025-04-24 09:00:00,95208514-3,83332889-3,2,no,no,1
1830,2025-05-01 14:45:00,95208514-3,30387339-7,1,no,no,1
1831,2025-04-05 15:45:00,86209409-0,21784166-4,2,no,no,1
1832,2025-04-15 12:00:00,86209409-0,78812540-6,1,si,no,0
1833,2025-04-22 14:30:00,73177104-4,16394885-1,1,no,no,0
1834,2025-04-05 12:30:00,86209409-0,37899207-9,2,no,no,0
1835,2025-04-07 17:15:00,57378727-6,30387339-7,1,no,no,1
1836,2025-04-22 09:15:00,95208514-3,83332889-3,1,no,no,0
1837,2025-04-16 16:15:00,57378727-6,30387339-7,2,no,no,0
1838,2025-04-03 16:45:00,86209409-0,51192824-9,1,no,no,1
1839,2025-04-09 13:45:00,95208514-3,37899207-9,1,si,no,0
1840,2025-04-14 12:15:00,86209409-0,30387339-7,1,no,no,1
1841,2025-04-08 10:00:00,57378727-6,21784166-4,2,no,no,0
1842,2025-04-23 12:00:00,95208514-3,75524136-0,1,si,no,1
1843,2025-04-26 11:00:00,73177104-4,16394885-1,1,no,no,0
1844,2025-04-16 14:30:00,22767738-4,78812540-6,1,si,no,0
1845,2025-04-28 17:30:00,22767738-4,21784166-4,1,si,no,0
1846,2025-04-13 12:15:00,73177104-4,16394885-1,2,no,no,0
1847,2025-04-25 13:15:00,57378727-6,51192824-9,2,no,no,0
1848,2025-04-21 11:15:00,57378727-6,75524136-0,1,no,no,0
1849,2025-04-30 08:15:00,86209409-0,51192824-9,1,si,no,1
1850,2025-04-13 18:15:00,94023614-4,83332889-3,1,si,no,0
1851,2025-04-21 12:30:00,86209409-0,37899207-9,1,si,no,2
1852,2025-04-21 13:00:00,57378727-6,78812540-6,1,no,no,0
1853,2025-04-22 17:15:00,86209409-0,83332889-3,1,si,no,1
1854,2025-04-04 17:30:00,22767738-4,21784166-4,1,si,no,1
1855,2025-04-30 08:00:00,95208514-3,78812540-6,1,si,no,0
1856,2025-04-24 16:00:00,22767738-4,30387339-7,1,no,no,1
1857,2025-04-02 09:00:00,73177104-4,78812540-6,1,no,no,1
1858,2025-04-08 16:45:00,73177104-4,75524136-0,2,no,no,0
1859,2025-04-30 13:30:00,22767738-4,51192824-9,1,si,no,0
1860,2025-04-13 15:15:00,94023614-4,37899207-9,1,si,no,0
1861,2025-04-27 08:15:00,86209409-0,30387339-7,1,si,no,1
1862,2025-04-16 11:15:00,57378727-6,37899207-9,1,no,no,1
1863,2025-04-02 14:45:00,57378727-6,37899207-9,1,no,no,1
1864,2025-04-30 13:30:00,94023614-4,16394885-1,1,si,no,1
1865,2025-04-03 09:15:00,57378727-6,51192824-9,1,no,no,0
1866,2025-04-09 16:00:00,86209409-0,37899207-9,1,no,no,0
1867,2025-04-26 08:45:00,57378727-6,21784166-4,1,no,no,1
1868,2025-04-03 15:30:00,73177104-4,37899207-9,2,no,no,0
1869,2025-04-24 08:15:00,94023614-4,51192824-9,2,no,no,1
1870,2025-04-15 18:30:00,57378727-6,16394885-1,1,no,no,0
1871,2025-04-28 17:30:00,57378727-6,16394885-1,1,si,no,0
1872,2025-04-16 18:15:00,22767738-4,37899207-9,1,si,no,1
1873,2025-04-08 18:00:00,57378727-6,21784166-4,2,no,no,0
1874,2025-04-04 14:15:00,86209409-0,30387339-7,1,no,no,0
1875,2025-04-23 10:30:00,22767738-4,78812540-6,2,no,no,1
1876,2025-04-27 15:45:00,94023614-4,37899207-9,2,no,no,2
1877,2025-04-06 17:30:00,22767738-4,51192824-9,2,no,no,0
1878,2025-04-06 08:30:00,95208514-3,51192824-9,1,si,no,0
1879,2025-04-02 14:45:00,94023614-4,75524136-0,1,si,no,0
1880,2025-04-18 15:00:00,86209409-0,75524136-0,1,no,no,1
1881,2025-04-10 08:00:00,22767738-4,83332889-3,2,no,no,1
1882,2025-04-28 13:45:00,57378727-6,78812540-6,1,si,no,0
1883,2025-04-20 10:15:00,86209409-0,51192824-9,2,no,no,1
1884,2025-04-10 08:00:00,94023614-4,51192824-9,1,no,no,1
1885,2025-04-16 10:15:00,57378727-6,78812540-6,2,no,no,1
1886,2025-04-08 08:00:00,22767738-4,37899207-9,1,no,no,1
1887,2025-04-28 09:45:00,95208514-3,83332889-3,2,no,no,1
1888,2025-04-18 10:30:00,73177104-4,78812540-6,2,no,no,1
1889,2025-04-03 16:45:00,57378727-6,78812540-6,1,no,no,0
1890,2025-04-08 10:30:00,22767738-4,83332889-3,1,no,no,0
1891,2025-04-28 13:00:00,22767738-4,30387339-7,1,si,no,0
1892,2025-04-25 15:15:00,95208514-3,30387339-7,1,no,no,0
1893,2025-04-03 11:30:00,94023614-4,75524136-0,1,no,no,2
1894,2025-04-05 18:00:00,94023614-4,30387339-7,1,no,no,0
1895,2025-04-06 12:00:00,22767738-4,37899207-9,2,no,no,1
1896,2025-04-25 10:00:00,86209409-0,16394885-1,2,no,no,0
1897,2025-04-22 14:15:00,95208514-3,51192824-9,1,no,no,1
1898,2025-04-29 10:15:00,94023614-4,21784166-4,1,no,no,0
1899,2025-04-10 10:30:00,22767738-4,75524136-0,1,no,no,0
1900,2025-04-16 08:15:00,95208514-3,37899207-9,1,si,no,0
1901,2025-04-05 11:00:00,95208514-3,75524136-0,1,si,no,0
1902,2025-04-09 08:30:00,95208514-3,75524136-0,1,no,no,0
1903,2025-04-06 11:30:00,94023614-4,83332889-3,1,si,no,1
1904,2025-04-20 14:15:00,73177104-4,75524136-0,1,si,no,0
1905,2025-04-30 17:15:00,94023614-4,51192824-9,2,no,no,1
1906,2025-04-17 15:30:00,86209409-0,75524136-0,2,no,no,1
1907,2025-04-09 11:30:00,86209409-0,30387339-7,1,no,no,0
1908,2025-04-12 08:15:00,95208514-3,75524136-0,1,si,no,0
1909,2025-04-05 10:00:00,86209409-0,37899207-9,1,si,no,1
1910,2025-04-04 18:30:00,94023614-4,21784166-4,1,no,no,0
1911,2025-04-23 09:00:00,94023614-4,51192824-9,1,si,no,1
1912,2025-04-13 17:45:00,22767738-4,83332889-3,1,no,no,2
1913,2025-04-22 14:30:00,22767738-4,78812540-6,1,no,no,0
1914,2025-04-02 10:15:00,95208514-3,37899207-9,1,si,no,0
1915,2025-04-17 15:30:00,94023614-4,21784166-4,1,si,no,0
1916,2025-04-26 17:15:00,73177104-4,16394885-1,2,no,no,0
1917,2025-04-04 11:30:00,94023614-4,16394885-1,2,no,no,0
1918,2025-04-27 08:30:00,94023614-4,78812540-6,2,no,no,0
1919,2025-05-01 09:30:00,22767738-4,37899207-9,2,no,no,0
1920,2025-04-21 10:15:00,57378727-6,37899207-9,2,no,no,0
1921,2025-04-29 16:00:00,94023614-4,30387339-7,2,no,no,1
1922,2025-04-03 15:00:00,57378727-6,51192824-9,1,si,no,0
1923,2025-04-26 09:15:00,86209409-0,16394885-1,1,no,no,1
1924,2025-04-14 16:30:00,22767738-4,30387339-7,1,si,no,0
1925,2025-04-27 15:15:00,94023614-4,83332889-3,2,no,no,0
1926,2025-04-25 16:45:00,73177104-4,83332889-3,1,si,no,0
1927,2025-04-16 11:45:00,22767738-4,51192824-9,2,no,no,1
1928,2025-04-08 14:45:00,95208514-3,78812540-6,2,no,no,1
1929,2025-04-14 16:45:00,22767738-4,75524136-0,2,no,no,0
1930,2025-04-22 13:15:00,86209409-0,16394885-1,1,si,no,0
1931,2025-04-17 13:00:00,73177104-4,30387339-7,1,no,no,0
1932,2025-04-25 11:45:00,95208514-3,51192824-9,1,no,no,0
1933,2025-04-04 18:30:00,95208514-3,75524136-0,1,no,no,1
1934,2025-04-13 10:45:00,57378727-6,30387339-7,1,no,no,0
1935,2025-04-04 12:45:00,86209409-0,83332889-3,1,no,no,0
1936,2025-04-17 09:45:00,57378727-6,51192824-9,1,no,no,1
1937,2025-04-16 18:30:00,22767738-4,30387339-7,1,no,no,0
1938,2025-04-14 08:00:00,57378727-6,83332889-3,1,no,no,0
1939,2025-04-13 12:30:00,94023614-4,30387339-7,2,no,no,1
1940,2025-04-18 12:30:00,94023614-4,75524136-0,1,no,no,1
1941,2025-04-03 17:00:00,86209409-0,75524136-0,1,no,no,1
1942,2025-04-12 13:00:00,57378727-6,78812540-6,1,si,no,0
1943,2025-04-09 11:45:00,95208514-3,51192824-9,2,no,no,0
1944,2025-04-04 15:00:00,86209409-0,51192824-9,1,no,no,0
1945,2025-04-04 12:30:00,94023614-4,30387339-7,1,no,no,1
1946,2025-04-13 13:15:00,86209409-0,78812540-6,1,no,no,0
1947,2025-04-06 12:00:00,22767738-4,30387339-7,2,no,no,1
1948,2025-04-07 09:15:00,94023614-4,30387339-7,1,si,no,0
1949,2025-04-02 13:45:00,73177104-4,51192824-9,1,si,no,0
1950,2025-04-26 14:45:00,22767738-4,51192824-9,2,no,no,0
1951,2025-04-13 09:15:00,73177104-4,75524136-0,1,no,no,0
1952,2025-04-11 08:45:00,73177104-4,75524136-0,2,no,no,1
1953,2025-04-14 17:30:00,86209409-0,16394885-1,2,no,no,1
1954,2025-04-04 11:15:00,86209409-0,37899207-9,1,si,no,2
1955,2025-04-09 17:00:00,86209409-0,21784166-4,1,no,no,1
1956,2025-04-25 18:00:00,95208514-3,78812540-6,1,si,no,0
1957,2025-04-06 15:45:00,94023614-4,37899207-9,1,si,no,0
1958,2025-04-21 08:30:00,86209409-0,83332889-3,2,no,no,0
1959,2025-04-25 09:30:00,73177104-4,83332889-3,2,no,no,0
1960,2025-04-23 12:30:00,94023614-4,51192824-9,1,no,no,2
1961,2025-04-05 14:45:00,95208514-3,75524136-0,2,no,no,1
1962,2025-04-23 13:45:00,73177104-4,37899207-9,1,si,no,0
1963,2025-04-28 11:30:00,94023614-4,37899207-9,1,no,no,0
1964,2025-04-03 16:15:00,86209409-0,75524136-0,1,si,no,1
1965,2025-04-07 12:30:00,95208514-3,30387339-7,1,no,no,1
1966,2025-04-14 08:30:00,22767738-4,37899207-9,2,no,no,1
1967,2025-04-11 16:00:00,94023614-4,83332889-3,1,si,no,1
1968,2025-04-04 12:30:00,94023614-4,21784166-4,1,no,no,0
1969,2025-04-30 17:00:00,94023614-4,16394885-1,1,no,no,1
1970,2025-04-06 18:30:00,57378727-6,51192824-9,1,si,no,0
1971,2025-04-08 08:30:00,95208514-3,78812540-6,1,no,no,1
1972,2025-04-29 08:00:00,22767738-4,30387339-7,2,no,no,1
1973,2025-04-03 14:45:00,94023614-4,16394885-1,2,no,no,1
1974,2025-04-15 15:45:00,73177104-4,51192824-9,1,no,no,0
1975,2025-04-22 12:15:00,73177104-4,83332889-3,1,no,no,0
1976,2025-04-17 16:15:00,22767738-4,21784166-4,1,no,no,0
1977,2025-04-29 10:15:00,94023614-4,51192824-9,1,si,no,0
1978,2025-04-20 14:15:00,73177104-4,51192824-9,1,no,no,1
1979,2025-04-13 10:15:00,94023614-4,21784166-4,2,no,no,0
1980,2025-04-06 08:00:00,94023614-4,16394885-1,1,no,no,0
1981,2025-04-12 12:00:00,73177104-4,16394885-1,1,no,no,0
1982,2025-04-07 11:30:00,57378727-6,78812540-6,2,no,no,1
1983,2025-04-26 09:45:00,94023614-4,21784166-4,2,no,no,1
1984,2025-04-07 17:15:00,94023614-4,75524136-0,1,no,no,1
1985,2025-04-26 13:15:00,73177104-4,30387339-7,2,no,no,1
1986,2025-04-17 15:45:00,95208514-3,75524136-0,2,no,no,0
1987,2025-04-26 08:00:00,57378727-6,78812540-6,1,si,no,1
1988,2025-04-20 17:45:00,57378727-6,37899207-9,1,no,no,1
1989,2025-04-17 16:30:00,22767738-4,16394885-1,1,si,no,0
1990,2025-04-29 13:15:00,94023614-4,37899207-9,1,si,no,1
1991,2025-04-20 13:15:00,57378727-6,78812540-6,2,no,no,0
1992,2025-04-11 17:15:00,86209409-0,75524136-0,1,no,no,0
1993,2025-04-13 13:15:00,22767738-4,16394885-1,2,no,no,0
1994,2025-04-03 14:00:00,95208514-3,51192824-9,1,no,no,2
1995,2025-04-21 13:00:00,57378727-6,51192824-9,1,no,no,1
1996,2025-04-29 18:00:00,57378727-6,83332889-3,1,si,no,0
1997,2025-04-22 18:30:00,73177104-4,83332889-3,1,no,no,1
1998,2025-04-20 16:15:00,73177104-4,51192824-9,1,si,no,0
1999,2025-04-19 09:30:00,22767738-4,37899207-9,2,no,no,0
2000,2025-04-23 11:45:00,95208514-3,21784166-4,2,no,no,1
2001,2025-04-10 12:15:00,95208514-3,83332889-3,1,no,no,1
2002,2025-04-20 18:00:00,22767738-4,75524136-0,1,no,no,0
2003,2025-04-24 09:45:00,86209409-0,51192824-9,1,si,no,1
2004,2025-05-01 15:45:00,57378727-6,16394885-1,1,no,no,1
2005,2025-04-13 11:45:00,73177104-4,37899207-9,2,no,no,1
2006,2025-04-24 09:30:00,94023614-4,51192824-9,1,no,no,1
2007,2025-04-20 15:00:00,95208514-3,37899207-9,1,si,no,0
2008,2025-04-21 14:30:00,94023614-4,51192824-9,1,no,no,0
2009,2025-04-12 08:30:00,86209409-0,51192824-9,2,no,no,1
2010,2025-04-15 13:15:00,86209409-0,75524136-0,2,no,no,0
2011,2025-04-29 14:45:00,94023614-4,21784166-4,1,no,no,1
2012,2025-04-03 13:15:00,94023614-4,21784166-4,1,si,no,2
2013,2025-04-08 13:15:00,57378727-6,78812540-6,2,no,no,1
2014,2025-04-11 11:15:00,95208514-3,37899207-9,1,no,no,1
2015,2025-04-06 10:00:00,22767738-4,16394885-1,1,no,no,2
2016,2025-04-19 10:30:00,73177104-4,37899207-9,1,si,no,1
2017,2025-04-24 17:45:00,86209409-0,16394885-1,1,si,no,1
2018,2025-04-04 14:30:00,22767738-4,30387339-7,1,si,no,0
2019,2025-04-10 10:15:00,22767738-4,83332889-3,1,si,no,1
2020,2025-04-06 08:15:00,73177104-4,75524136-0,1,si,no,0
2021,2025-04-20 11:30:00,94023614-4,21784166-4,2,no,no,0
2022,2025-04-12 08:30:00,57378727-6,83332889-3,1,no,no,0
2023,2025-04-08 16:30:00,94023614-4,78812540-6,1,no,no,2
2024,2025-04-12 10:15:00,73177104-4,75524136-0,1,si,no,1
2025,2025-04-21 17:45:00,94023614-4,30387339-7,1,si,no,0
2026,2025-04-27 13:30:00,73177104-4,16394885-1,1,si,no,1
2027,2025-04-21 17:30:00,95208514-3,37899207-9,1,si,no,2
2028,2025-04-23 10:30:00,22767738-4,16394885-1,1,si,no,1
2029,2025-04-10 13:15:00,73177104-4,37899207-9,1,no,no,1
2030,2025-04-02 08:45:00,86209409-0,78812540-6,1,si,no,1
2031,2025-04-24 08:45:00,95208514-3,37899207-9,1,no,no,1
2032,2025-04-08 17:30:00,73177104-4,51192824-9,1,si,no,1
2033,2025-04-16 17:15:00,94023614-4,21784166-4,1,si,no,1
2034,2025-04-29 09:15:00,95208514-3,75524136-0,2,no,no,1
2035,2025-04-07 15:15:00,73177104-4,75524136-0,1,si,no,1
2036,2025-04-09 13:30:00,22767738-4,78812540-6,1,no,no,0
2037,2025-04-22 14:45:00,94023614-4,37899207-9,2,no,no,2
2038,2025-04-12 12:30:00,94023614-4,75524136-0,1,no,no,1
2039,2025-04-22 12:30:00,73177104-4,51192824-9,1,si,no,1
2040,2025-04-22 11:15:00,73177104-4,78812540-6,1,no,no,1
2041,2025-04-29 15:30:00,73177104-4,83332889-3,2,no,no,0
2042,2025-04-18 16:45:00,22767738-4,16394885-1,2,no,no,1
2043,2025-04-06 08:00:00,22767738-4,37899207-9,2,no,no,1
2044,2025-04-19 17:45:00,86209409-0,51192824-9,1,no,no,1
2045,2025-04-20 09:00:00,22767738-4,30387339-7,1,no,no,0
2046,2025-04-12 18:45:00,22767738-4,16394885-1,1,no,no,1
2047,2025-04-11 08:30:00,73177104-4,16394885-1,2,no,no,1
2048,2025-04-13 11:15:00,57378727-6,30387339-7,1,no,no,0
2049,2025-04-19 10:45:00,94023614-4,75524136-0,1,no,no,0
2050,2025-04-15 08:00:00,73177104-4,78812540-6,2,no,no,0
2051,2025-04-12 09:15:00,22767738-4,16394885-1,1,si,no,0
2052,2025-04-24 15:45:00,94023614-4,37899207-9,1,si,no,1
2053,2025-04-12 11:15:00,22767738-4,75524136-0,2,no,no,0
2054,2025-04-15 09:15:00,94023614-4,78812540-6,1,no,no,0
2055,2025-04-14 11:00:00,73177104-4,75524136-0,1,si,no,0
2056,2025-04-04 18:30:00,73177104-4,37899207-9,1,no,no,0
2057,2025-04-24 10:00:00,86209409-0,75524136-0,1,si,no,0
2058,2025-04-10 18:00:00,95208514-3,16394885-1,2,no,no,0
2059,2025-04-24 17:45:00,95208514-3,75524136-0,2,no,no,0
2060,2025-04-14 14:15:00,95208514-3,37899207-9,1,si,no,0
2061,2025-04-05 09:30:00,73177104-4,30387339-7,1,si,no,0
2062,2025-04-15 12:45:00,94023614-4,51192824-9,1,si,no,0
2063,2025-04-24 08:15:00,57378727-6,16394885-1,2,no,no,1
2064,2025-04-08 17:00:00,95208514-3,30387339-7,1,si,no,1
2065,2025-04-04 14:15:00,94023614-4,21784166-4,1,si,no,1
2066,2025-04-17 13:15:00,86209409-0,51192824-9,2,no,no,1
2067,2025-04-29 18:45:00,86209409-0,21784166-4,1,si,no,0
2068,2025-04-02 14:30:00,73177104-4,21784166-4,1,si,no,1
2069,2025-04-18 15:00:00,57378727-6,30387339-7,2,no,no,1
2070,2025-04-30 13:15:00,86209409-0,21784166-4,2,no,no,1
2071,2025-04-18 10:30:00,86209409-0,16394885-1,1,si,no,0
2072,2025-04-24 10:45:00,94023614-4,16394885-1,1,si,no,0
2073,2025-04-03 14:30:00,73177104-4,83332889-3,1,si,no,1
2074,2025-04-06 09:30:00,57378727-6,37899207-9,1,si,no,1
2075,2025-04-24 09:45:00,57378727-6,21784166-4,1,no,no,1
2076,2025-04-30 14:15:00,95208514-3,51192824-9,2,no,no,2
2077,2025-04-10 14:30:00,95208514-3,75524136-0,1,si,no,1
2078,2025-04-29 13:30:00,57378727-6,30387339-7,1,no,no,1
2079,2025-04-05 13:00:00,95208514-3,30387339-7,2,no,no,0
2080,2025-04-19 15:15:00,86209409-0,30387339-7,2,no,no,0
2081,2025-04-12 09:15:00,57378727-6,16394885-1,2,no,no,0
2082,2025-05-01 17:45:00,22767738-4,51192824-9,2,no,no,0
2083,2025-04-14 17:00:00,22767738-4,16394885-1,1,no,no,0
2084,2025-04-03 09:15:00,86209409-0,51192824-9,1,si,no,1
2085,2025-04-20 11:30:00,22767738-4,37899207-9,2,no,no,0
2086,2025-04-19 14:30:00,57378727-6,75524136-0,1,si,no,1
2087,2025-04-06 14:15:00,86209409-0,21784166-4,1,no,no,1
2088,2025-04-26 09:45:00,22767738-4,78812540-6,2,no,no,0
2089,2025-04-26 12:30:00,95208514-3,30387339-7,1,no,no,0
2090,2025-04-14 18:00:00,57378727-6,83332889-3,2,no,no,0
2091,2025-04-08 15:45:00,94023614-4,78812540-6,1,no,no,1
2092,2025-04-25 09:15:00,57378727-6,78812540-6,1,si,no,1
2093,2025-04-08 13:45:00,73177104-4,51192824-9,1,si,no,1
2094,2025-04-14 16:45:00,73177104-4,78812540-6,1,si,no,2
2095,2025-04-17 14:00:00,94023614-4,37899207-9,2,no,no,0
2096,2025-04-19 09:30:00,95208514-3,37899207-9,1,si,no,0
2097,2025-04-13 11:30:00,95208514-3,51192824-9,1,no,no,1
2098,2025-04-18 17:30:00,94023614-4,21784166-4,1,si,no,0
2099,2025-04-15 18:45:00,94023614-4,78812540-6,1,si,no,0
2100,2025-04-19 16:00:00,22767738-4,37899207-9,2,no,no,0
2101,2025-04-20 12:45:00,57378727-6,78812540-6,1,no,no,0
2102,2025-04-03 17:15:00,94023614-4,30387339-7,1,no,no,0
2103,2025-04-29 13:00:00,95208514-3,51192824-9,1,si,no,0
2104,2025-04-28 11:30:00,22767738-4,51192824-9,1,si,no,0
2105,2025-04-20 08:45:00,57378727-6,78812540-6,1,si,no,0
2106,2025-04-11 08:15:00,22767738-4,83332889-3,1,no,no,1
2107,2025-04-16 18:30:00,86209409-0,83332889-3,1,si,no,0
2108,2025-04-02 18:15:00,95208514-3,16394885-1,1,no,no,1
2109,2025-04-20 16:00:00,95208514-3,37899207-9,2,no,no,0
2110,2025-04-05 18:45:00,22767738-4,16394885-1,2,no,no,0
2111,2025-04-07 14:00:00,86209409-0,78812540-6,1,si,no,0
2112,2025-04-28 15:00:00,95208514-3,75524136-0,1,si,no,0
2113,2025-04-13 17:15:00,22767738-4,30387339-7,1,si,no,1
2114,2025-04-05 08:15:00,57378727-6,51192824-9,2,no,no,1
2115,2025-04-08 17:45:00,22767738-4,21784166-4,1,no,no,0
2116,2025-04-22 12:45:00,57378727-6,78812540-6,1,si,no,0
2117,2025-04-08 16:30:00,73177104-4,30387339-7,1,si,no,0
2118,2025-04-15 08:30:00,22767738-4,75524136-0,2,no,no,0
2119,2025-04-29 14:45:00,95208514-3,51192824-9,1,no,no,1
2120,2025-04-12 18:15:00,57378727-6,30387339-7,1,no,no,1
2121,2025-04-05 11:15:00,86209409-0,83332889-3,1,no,no,0
2122,2025-04-23 17:00:00,94023614-4,51192824-9,2,no,no,0
2123,2025-04-30 15:15:00,95208514-3,37899207-9,1,no,no,1
2124,2025-04-02 13:15:00,95208514-3,78812540-6,1,no,no,1
2125,2025-04-15 11:15:00,94023614-4,75524136-0,2,no,no,1
2126,2025-04-17 11:45:00,86209409-0,75524136-0,2,no,no,1
2127,2025-04-30 17:30:00,57378727-6,37899207-9,1,no,no,1
2128,2025-04-20 18:00:00,86209409-0,37899207-9,1,no,no,2
2129,2025-04-15 11:45:00,57378727-6,83332889-3,1,si,no,1
2130,2025-04-02 14:30:00,95208514-3,21784166-4,1,no,no,1
2131,2025-04-30 14:30:00,95208514-3,75524136-0,1,no,no,0
2132,2025-05-01 16:45:00,22767738-4,78812540-6,2,no,no,1
2133,2025-04-25 10:00:00,22767738-4,51192824-9,1,si,no,0
2134,2025-04-16 17:30:00,57378727-6,83332889-3,2,no,no,1
2135,2025-04-16 09:30:00,94023614-4,21784166-4,1,no,no,1
2136,2025-04-25 18:30:00,86209409-0,30387339-7,1,no,no,0
2137,2025-04-12 09:15:00,94023614-4,30387339-7,2,no,no,0
2138,2025-04-13 18:30:00,22767738-4,30387339-7,1,si,no,1
2139,2025-04-23 09:30:00,95208514-3,51192824-9,1,si,no,1
2140,2025-04-27 13:45:00,94023614-4,16394885-1,1,no,no,2
2141,2025-04-08 12:15:00,95208514-3,51192824-9,1,si,no,0
2142,2025-04-28 10:45:00,57378727-6,37899207-9,1,no,no,1
2143,2025-04-26 08:45:00,57378727-6,16394885-1,1,no,no,1
2144,2025-04-04 11:00:00,86209409-0,51192824-9,2,no,no,1
2145,2025-04-14 09:30:00,94023614-4,83332889-3,1,si,no,0
2146,2025-04-12 16:30:00,86209409-0,21784166-4,2,no,no,0
2147,2025-04-30 11:15:00,22767738-4,21784166-4,1,si,no,1
2148,2025-04-29 08:15:00,22767738-4,21784166-4,2,no,no,1
2149,2025-04-21 09:15:00,86209409-0,30387339-7,1,no,no,0
2150,2025-04-13 13:45:00,86209409-0,78812540-6,2,no,no,0
2151,2025-04-19 17:15:00,73177104-4,78812540-6,2,no,no,1
2152,2025-04-02 17:30:00,22767738-4,83332889-3,1,si,no,2
2153,2025-04-24 11:00:00,57378727-6,16394885-1,1,si,no,1
2154,2025-04-29 10:00:00,22767738-4,51192824-9,2,no,no,1
2155,2025-04-29 12:45:00,73177104-4,37899207-9,1,si,no,0
2156,2025-04-07 18:00:00,57378727-6,21784166-4,1,no,no,1
2157,2025-04-10 13:30:00,22767738-4,37899207-9,1,no,no,1
2158,2025-04-04 18:30:00,95208514-3,30387339-7,2,no,no,1
2159,2025-04-27 12:45:00,22767738-4,75524136-0,1,si,no,1
2160,2025-04-09 09:30:00,73177104-4,30387339-7,1,no,no,1
2161,2025-04-30 13:45:00,57378727-6,83332889-3,1,si,no,0
2162,2025-04-29 17:00:00,86209409-0,78812540-6,1,si,no,0
2163,2025-04-02 17:15:00,86209409-0,83332889-3,1,no,no,0
2164,2025-04-03 14:45:00,95208514-3,37899207-9,2,no,no,0
2165,2025-04-24 18:30:00,73177104-4,21784166-4,1,no,no,1
2166,2025-04-13 13:15:00,22767738-4,83332889-3,2,no,no,1
2167,2025-04-03 15:30:00,57378727-6,16394885-1,2,no,no,1
2168,2025-04-02 10:45:00,57378727-6,51192824-9,1,no,no,0
2169,2025-04-08 15:15:00,22767738-4,30387339-7,1,si,no,0
2170,2025-04-16 18:00:00,22767738-4,21784166-4,2,no,no,1
2171,2025-04-29 16:45:00,95208514-3,51192824-9,1,si,no,1
2172,2025-04-05 14:15:00,86209409-0,30387339-7,2,no,no,1
2173,2025-04-17 10:30:00,86209409-0,37899207-9,1,no,no,1
2174,2025-04-25 15:00:00,57378727-6,30387339-7,1,no,no,0
2175,2025-04-02 11:15:00,94023614-4,75524136-0,1,si,no,0
2176,2025-04-24 18:30:00,73177104-4,30387339-7,2,no,no,0
2177,2025-04-10 08:30:00,86209409-0,37899207-9,1,si,no,1
2178,2025-04-06 16:45:00,73177104-4,30387339-7,2,no,no,0
2179,2025-04-23 13:00:00,86209409-0,21784166-4,1,si,no,1
2180,2025-04-20 17:30:00,22767738-4,21784166-4,1,no,no,1
2181,2025-04-26 13:45:00,57378727-6,30387339-7,1,no,no,1
