id_hora,rut_paciente,estado,id_contacto,id_procedimiento,apoyo
198,53375085-5,1,2759,9,94023614-4
2648,46367453-0,3,1470,15,No
2861,47192537-4,4,1602,3,73177104-4
408,16251209-1,4,1346,13,95208514-3
1260,75833080-6,1,2458,12,No
653,22212788-6,1,3610,2,No
3586,45955017-8,3,1788,11,No
2792,68316971-1,3,2156,10,22767738-4
2427,48115949-8,0,3494,12,No
2368,20940665-3,1,3168,10,No
1092,70812597-6,3,3586,9,No
3669,34310135-9,1,293,11,22767738-4
3200,64744316-9,0,1019,8,73177104-4
2208,22769853-9,1,3550,2,22767738-4
2165,46930558-3,0,2250,13,No
2207,37640277-4,3,654,1,No
3541,29519188-7,4,643,4,95208514-3
115,45152877-6,0,1294,14,94023614-4
513,86332222-2,3,1557,5,No
1164,48322668-8,3,2621,1,No
1222,53039267-4,4,820,7,73177104-4
903,46930558-3,3,1359,8,No
2773,81778485-8,1,2870,11,95208514-3
1653,45152877-6,0,669,3,73177104-4
671,44480804-6,0,2256,5,57378727-6
528,63958627-0,1,324,11,86209409-0
2586,78310737-4,0,3369,14,No
442,46367453-0,1,1821,16,No
2638,12031991-9,0,219,6,No
1279,50396459-7,1,1494,16,No
2815,98418033-8,0,3626,4,22767738-4
2666,98967597-1,0,1911,9,86209409-0
3553,53699466-8,0,1073,15,No
2222,60593511-0,0,1792,1,No
805,24735893-2,1,515,1,No
393,93827792-4,1,1477,10,No
3011,14875579-3,3,1445,8,86209409-0
1554,24554256-3,1,938,8,57378727-6
1507,22519178-2,3,2794,13,94023614-4
2499,89066256-8,4,888,8,94023614-4
2801,93827792-4,3,1899,7,86209409-0
654,82205587-1,0,1805,9,95208514-3
142,28592060-1,3,3081,12,95208514-3
1662,28841318-9,3,2521,6,73177104-4
1775,50066254-1,0,3431,4,No
748,47192537-4,0,531,12,No
2504,20272755-6,3,1526,7,No
3003,37602034-5,0,2174,12,95208514-3
212,35405564-1,4,794,12,No
296,50396459-7,1,2771,15,86209409-0
3617,24595395-3,0,2325,15,No
270,25939458-6,3,79,16,No
2971,56809478-6,3,2884,3,73177104-4
1646,23124705-7,3,3343,15,73177104-4
3355,82205587-1,4,3646,15,No
2972,55539940-3,3,2223,2,No
317,20953102-0,4,529,9,57378727-6
1901,63708168-9,3,78,15,95208514-3
547,37602034-5,1,192,8,94023614-4
820,60775663-1,1,791,4,94023614-4
929,12120279-7,3,2403,15,No
229,22769853-9,1,1194,12,No
914,20953102-0,0,3096,14,22767738-4
915,29962868-0,0,306,4,94023614-4
1198,50066254-1,0,2367,1,No
1714,12120279-7,4,2178,12,22767738-4
386,99550289-1,0,1233,16,57378727-6
800,89066256-8,0,3284,6,No
1214,45955017-8,0,1128,3,94023614-4
1486,97372190-1,1,591,4,No
3354,41416859-6,0,2158,9,No
905,86853828-8,3,2882,8,No
2122,22212788-6,3,2809,5,No
3358,42856973-7,0,241,1,No
1858,51072055-5,3,250,6,22767738-4
1618,86853828-8,3,1950,8,73177104-4
2946,70812597-6,4,2594,11,73177104-4
3287,53375085-5,4,1377,12,95208514-3
944,23124705-7,1,1724,7,22767738-4
3062,24554256-3,1,1708,10,57378727-6
2193,80061523-7,3,128,15,No
2123,84638972-5,4,76,8,No
3054,20953102-0,3,471,11,No
2009,15869307-3,0,2602,5,No
2820,37640277-4,3,1420,10,22767738-4
1175,32601187-2,3,831,15,No
2358,25422399-6,0,2017,10,No
1048,31462078-5,3,1554,6,57378727-6
1121,30716561-0,1,1531,13,No
1814,48115949-8,3,3279,13,22767738-4
2346,50672725-4,3,815,6,No
934,37640277-4,4,1214,15,No
2239,45846060-8,1,1795,2,86209409-0
2371,78785402-2,4,3221,15,86209409-0
1512,37035246-9,1,3427,10,94023614-4
334,99550289-1,1,627,1,No
1229,44920115-1,0,3151,11,No
3295,99352036-1,3,3005,4,No
1522,65310865-3,3,1726,4,86209409-0
3327,95010809-6,1,957,9,94023614-4
1585,78785402-2,0,693,16,22767738-4
2330,55322795-0,3,3667,5,No
1325,56809478-6,3,2074,4,57378727-6
1057,81778485-8,1,183,15,No
2717,67552699-5,1,1656,3,86209409-0
2831,24595395-3,4,2377,16,No
983,90942860-9,1,3623,6,22767738-4
314,22769853-9,0,1508,2,57378727-6
1980,70414825-8,1,2359,6,No
372,13560469-0,1,115,4,No
2564,91766615-6,3,31,3,No
1535,38196101-9,3,565,6,86209409-0
2745,30310762-2,1,2222,15,No
96,16625683-2,0,1481,3,No
3281,83733104-2,1,1146,1,No
1082,45056798-6,0,1628,2,86209409-0
2084,89066256-8,4,1877,10,No
3318,11852079-8,0,1803,12,No
900,84638972-5,1,65,8,86209409-0
2535,95010809-6,0,994,11,86209409-0
2019,21509837-2,0,145,12,No
1990,40884415-9,3,485,4,86209409-0
1647,65999494-0,0,2690,9,No
2365,19015534-8,4,2724,1,No
140,67260949-6,1,317,2,57378727-6
2877,61864673-3,0,3315,14,95208514-3
1817,29962868-0,4,131,6,95208514-3
2231,25422399-6,1,3467,11,95208514-3
2252,90788070-1,3,2908,9,57378727-6
359,81768570-2,4,3541,15,No
123,44480804-6,4,104,2,No
260,91096368-2,0,1806,7,57378727-6
1551,80062558-9,0,2551,14,No
3329,86190085-8,1,1740,6,No
1823,91766615-6,1,2149,6,95208514-3
3016,33791677-0,1,1938,4,No
368,90438698-1,4,2550,15,95208514-3
760,65012894-9,4,3458,5,No
469,46930558-3,0,2832,11,22767738-4
1364,21774192-3,4,1021,3,57378727-6
620,38324156-4,4,2454,10,No
809,95431346-9,3,1018,15,No
2845,72795772-4,3,1118,4,57378727-6
830,62237414-5,1,1468,10,No
458,53039267-4,1,495,14,95208514-3
62,27075358-5,0,1339,5,57378727-6
3645,80061523-7,0,3357,5,No
1159,23788335-3,4,578,9,No
1826,81768570-2,4,2903,14,No
1509,37926941-4,4,630,8,No
1608,46367453-0,4,2831,10,57378727-6
3448,65012894-9,3,2518,12,94023614-4
2754,44480804-6,3,3608,1,No
1732,68040732-2,1,697,6,No
1667,65310865-3,0,3257,10,No
3535,12457845-7,3,313,6,No
1181,26529183-7,0,10,1,No
2395,36428633-7,3,3338,9,57378727-6
3559,21870177-9,0,1014,11,No
3348,13560469-0,3,2012,16,No
1107,90438698-1,3,3534,10,94023614-4
1410,51072055-5,1,3220,12,No
2593,81778485-8,0,3455,5,22767738-4
2277,84638972-5,1,1583,13,57378727-6
872,80061523-7,1,2928,1,No
280,78093216-6,0,2270,16,94023614-4
17,65660643-5,1,3207,14,No
2194,87722745-4,3,3607,1,No
3129,75833080-6,1,1159,1,No
2035,11981843-5,3,1945,11,No
149,32601187-2,1,3261,3,No
3661,24554256-3,3,1251,4,73177104-4
3213,19557494-0,4,2678,8,57378727-6
1611,55322795-0,4,2978,2,No
3265,89066256-8,1,833,4,No
144,39145977-2,0,1449,16,No
3193,66747669-9,1,2892,6,94023614-4
420,55223444-3,1,1071,9,22767738-4
621,14875579-3,1,1119,15,22767738-4
682,44480804-6,3,3351,2,86209409-0
3502,45846060-8,0,2989,12,No
3041,49771636-9,4,1633,2,No
1755,90788070-1,3,2620,14,No
1219,69145853-7,3,3004,12,No
994,22769853-9,0,1903,4,No
313,70812597-6,1,2328,4,No
2238,59765653-7,3,1360,3,73177104-4
3075,66594934-8,1,340,5,No
194,17973044-7,4,158,4,22767738-4
2601,48115949-8,1,2039,5,No
975,65660643-5,1,3213,4,94023614-4
3579,44920115-1,0,839,4,No
3566,32340622-6,3,995,11,94023614-4
557,65310865-3,0,2581,8,22767738-4
505,92670172-1,3,408,16,22767738-4
2747,88755903-1,0,1721,6,22767738-4
263,24595395-3,3,784,15,95208514-3
298,55322795-0,1,118,11,94023614-4
1924,51263568-1,4,1970,12,No
2036,21509837-2,0,1710,1,No
2177,26699972-2,3,3182,11,95208514-3
2100,69145853-7,3,505,14,No
3352,12031991-9,3,798,1,No
39,90438698-1,1,2202,13,57378727-6
734,36428633-7,3,1253,5,94023614-4
1621,79159576-1,0,3479,5,94023614-4
245,77121423-7,1,3364,4,No
922,52872009-7,4,2081,9,No
758,26529183-7,1,3173,10,94023614-4
1634,17973044-7,3,555,15,No
973,50396459-7,0,2034,11,57378727-6
1476,62237414-5,3,1155,1,No
1920,77724461-4,0,2309,1,No
1271,30310762-2,1,2634,8,No
2276,12120279-7,4,2999,11,No
1109,67552699-5,4,1843,7,73177104-4
2538,60334032-8,4,980,15,86209409-0
1324,21398093-5,4,2385,9,No
731,65660643-5,3,1608,16,22767738-4
650,45056798-6,0,2715,15,95208514-3
3254,96998252-1,0,3054,3,86209409-0
2131,16625683-2,0,225,5,No
1642,36428633-7,0,2911,5,No
1870,58719444-0,0,2491,8,No
1422,68316971-1,0,2362,13,No
3127,97980836-2,0,59,14,No
2086,58719444-0,1,153,6,86209409-0
3446,86190085-8,3,1762,14,No
3398,63958627-0,4,2818,8,86209409-0
1231,89066256-8,0,2799,4,94023614-4
553,45152877-6,1,3476,6,86209409-0
3489,90889318-2,3,3539,4,95208514-3
1777,99352036-1,1,204,16,73177104-4
608,53039267-4,4,628,3,22767738-4
1169,97372190-1,0,786,14,No
2076,90889318-2,1,3340,1,No
2400,19015534-8,3,2002,15,No
2168,66747669-9,4,211,16,22767738-4
2958,74803113-9,3,266,4,22767738-4
3425,16251209-1,1,2252,8,22767738-4
2758,91096368-2,3,952,15,No
847,27470077-6,3,1535,8,No
1392,14540200-5,4,2636,1,No
2381,55539940-3,4,993,15,95208514-3
2688,90889318-2,1,1246,2,86209409-0
2929,32043482-6,1,3529,15,73177104-4
3171,46367453-0,3,2335,7,No
243,73899711-4,3,1308,4,No
2353,85188169-7,3,444,14,No
1391,82205587-1,4,769,9,73177104-4
2748,84638972-5,4,1712,1,No
869,23572980-4,3,675,3,22767738-4
667,14875579-3,1,933,14,No
2218,98720208-3,1,645,14,No
1844,59765653-7,3,354,9,No
2839,31950796-6,4,2788,2,73177104-4
241,66264861-2,1,457,16,22767738-4
768,65310865-3,1,2755,14,No
2230,85033698-2,3,2300,16,57378727-6
1730,41710986-9,4,2296,13,No
64,27075358-5,4,177,11,95208514-3
1803,29519188-7,4,2401,15,73177104-4
1061,81768570-2,3,265,15,No
1473,46930558-3,1,1976,7,No
1610,75833080-6,3,2352,3,No
2243,49261253-8,4,275,14,22767738-4
3453,84295710-6,4,3474,9,73177104-4
133,81164868-4,0,1687,14,No
2115,70026603-3,1,771,9,No
13,43959822-2,1,3345,5,57378727-6
1676,51263568-1,3,3508,2,22767738-4
2227,67552699-5,0,583,5,No
2522,81164868-4,3,1236,3,No
3639,16251209-1,3,1798,3,No
864,11458745-0,4,2727,13,No
2078,11592484-9,3,917,6,No
2047,33791677-0,3,967,12,No
2347,32818392-4,4,3491,14,22767738-4
747,39009356-0,1,3326,4,No
2932,57891601-9,0,1636,16,57378727-6
3407,87751822-9,1,256,2,86209409-0
3360,60593511-0,1,1959,5,No
1212,22519178-2,0,2848,14,No
2560,12120279-7,0,1962,7,57378727-6
1575,10615206-0,3,1370,13,22767738-4
2997,87751822-9,4,891,11,No
1769,30716561-0,0,799,4,73177104-4
2805,77121423-7,1,2665,15,94023614-4
2073,63958627-0,0,146,5,No
2480,78093216-6,4,754,2,22767738-4
1830,37640277-4,4,462,15,No
1475,92670172-1,4,1532,6,86209409-0
1084,15074844-0,1,768,1,No
1075,30716561-0,3,2198,5,No
3422,43959822-2,4,278,9,No
2181,48115949-8,3,3597,9,86209409-0
582,44480804-6,3,840,10,94023614-4
354,14100953-3,4,3206,10,86209409-0
1099,95838628-5,3,1069,15,No
1632,45152877-6,1,924,7,22767738-4
228,20272755-6,0,1250,5,No
1790,27470077-6,0,2494,2,No
139,61617949-1,1,3146,1,No
1156,33469812-2,4,2997,4,86209409-0
1462,12457845-7,3,1102,2,57378727-6
1424,99352036-1,0,1548,2,86209409-0
1855,46930558-3,0,2886,1,No
600,27470077-6,3,1084,3,No
2703,66264861-2,3,409,11,94023614-4
2082,98275857-9,1,52,3,No
131,14100953-3,4,1858,15,No
1765,17091110-7,0,2717,7,No
2670,74402817-6,3,4,13,73177104-4
988,34310135-9,1,492,7,No
813,70414825-8,0,3453,9,95208514-3
3646,50066254-1,4,1041,12,95208514-3
2655,57581646-4,1,2054,9,No
3443,66747669-9,3,2095,1,No
159,70414825-8,3,236,4,73177104-4
795,25422399-6,0,2188,9,No
1265,19805123-3,0,2793,5,94023614-4
3181,25422399-6,3,685,6,86209409-0
68,45623694-9,0,1145,6,22767738-4
2090,31462078-5,0,3502,13,No
2407,89765444-6,3,3449,9,No
1649,90788070-1,0,252,5,73177104-4
2328,87722745-4,3,2071,15,73177104-4
3590,94152364-3,4,440,2,57378727-6
1162,12429516-4,3,3333,10,No
3496,14875579-3,3,3270,6,No
3169,41710986-9,0,1964,8,No
2859,37640277-4,0,2648,1,No
559,21774192-3,1,2078,1,No
2174,58719444-0,4,3008,11,86209409-0
3492,78310737-4,4,1777,8,No
2865,42856973-7,3,1476,9,No
2756,70414825-8,4,3126,7,57378727-6
739,20272755-6,1,2284,4,57378727-6
3175,22769853-9,0,2390,2,No
2603,12457845-7,1,2459,12,22767738-4
1353,79018541-2,0,1711,11,22767738-4
392,44722314-7,0,2920,8,No
106,50692374-0,1,3160,5,No
812,78803927-1,0,2183,3,57378727-6
3022,80061523-7,1,700,1,No
2291,60593511-0,4,3076,12,No
2114,67552699-5,0,2278,7,No
380,84295710-6,0,695,10,73177104-4
1741,35405564-1,1,2608,13,95208514-3
186,38867100-7,3,3665,13,73177104-4
1549,97980836-2,0,2546,1,No
103,43024906-8,0,893,6,No
1941,63952204-2,0,1430,15,No
2059,43959822-2,0,1006,2,95208514-3
632,19557494-0,0,1203,8,No
823,76332098-2,1,1208,11,No
1750,58074747-6,3,2883,6,No
3136,31950796-6,4,585,8,No
2484,62237414-5,1,2557,9,No
1480,95838628-5,3,3132,4,57378727-6
1074,78093216-6,4,3240,5,94023614-4
1328,51263568-1,1,1651,6,22767738-4
3593,31462078-5,3,68,8,No
365,59644030-9,1,2273,14,No
2596,31950796-6,3,3223,6,No
2523,25422399-6,0,1983,3,73177104-4
551,53375085-5,3,3454,2,86209409-0
2726,16251209-1,0,1177,12,57378727-6
579,14100953-3,0,166,6,22767738-4
3275,58501550-1,0,2873,16,86209409-0
1311,58501550-1,4,2623,10,No
2631,95838628-5,1,1437,10,95208514-3
2287,72795772-4,3,3025,13,No
1559,37035246-9,3,2462,10,95208514-3
906,31950796-6,4,2040,9,No
2707,31950796-6,1,1261,8,No
2432,96253618-2,4,581,13,No
2488,45955017-8,1,707,15,No
853,93827792-4,4,2087,13,94023614-4
2441,90889318-2,3,2299,2,No
3655,72222830-6,1,974,12,22767738-4
2741,16625683-2,0,2141,15,86209409-0
327,43024906-8,0,1191,2,22767738-4
1465,65012894-9,1,3071,11,73177104-4
281,89066256-8,3,2027,10,95208514-3
2818,44920115-1,1,540,13,No
561,92670172-1,3,3084,15,57378727-6
818,33791677-0,4,1275,6,No
3409,80062558-9,1,124,4,94023614-4
2293,50066254-1,3,2152,5,86209409-0
361,24595395-3,3,947,15,57378727-6
2258,95838628-5,0,362,3,94023614-4
2307,12120279-7,3,2860,14,94023614-4
1280,32340622-6,3,416,6,94023614-4
1449,58501550-1,1,2463,16,No
3622,70026603-3,3,3585,4,86209409-0
2633,72795772-4,3,2841,5,95208514-3
542,92670172-1,0,3023,2,No
1357,53337367-3,3,272,7,No
1607,67384344-0,4,1451,1,No
1248,67384344-0,4,371,3,No
666,66594934-8,0,3527,8,86209409-0
2943,17973044-7,3,1907,12,94023614-4
2799,21774192-3,0,2214,13,86209409-0
2778,28841318-9,3,3567,9,94023614-4
3071,56640243-9,3,238,7,57378727-6
1190,23572980-4,4,1287,4,94023614-4
2448,61617949-1,4,95,16,86209409-0
433,41416859-6,4,2187,1,No
2988,50396459-7,3,1169,2,95208514-3
3460,40521119-8,3,3247,4,No
2658,15869307-3,1,1221,4,No
2303,51992140-2,3,3576,9,No
2394,84638972-5,3,2589,4,No
230,26699972-2,4,1425,5,86209409-0
3509,52872009-7,3,3415,15,No
2335,60593511-0,4,528,15,22767738-4
3074,85188169-7,4,1904,13,73177104-4
1702,30716561-0,0,2730,7,No
324,15074844-0,1,570,16,22767738-4
3186,33469812-2,1,2102,11,No
3180,25422399-6,0,54,11,57378727-6
736,78310737-4,3,375,13,No
1142,63708168-9,4,733,15,94023614-4
1763,50692374-0,1,2469,10,94023614-4
2588,62237414-5,4,704,13,No
1503,12120279-7,3,2567,12,94023614-4
676,65012894-9,4,940,13,73177104-4
2092,70414825-8,3,1886,16,57378727-6
601,60593511-0,4,62,11,No
1249,44920115-1,1,1786,8,No
801,74402817-6,1,491,2,95208514-3
3192,29962868-0,4,1121,5,No
1419,16251209-1,0,67,13,86209409-0
217,16625683-2,1,3274,15,57378727-6
1246,96253618-2,3,429,14,No
2412,51263568-1,0,351,16,86209409-0
1203,57581646-4,1,742,5,57378727-6
1927,70026603-3,4,2142,15,No
475,73899711-4,0,2150,9,No
2211,38324156-4,1,2577,11,73177104-4
1934,17091110-7,4,961,7,57378727-6
351,32090021-3,4,326,16,94023614-4
912,11458745-0,4,1675,8,94023614-4
577,87997004-2,3,3618,1,No
395,79018541-2,4,3188,13,22767738-4
440,61617949-1,3,3339,2,No
3033,45056798-6,0,3310,15,No
170,21774192-3,4,203,3,95208514-3
1035,95838628-5,1,3016,2,No
1735,99352036-1,0,2811,5,73177104-4
807,70812597-6,1,263,10,94023614-4
3001,94361312-4,3,616,5,No
214,56809478-6,1,1834,13,No
699,16251209-1,3,3362,14,94023614-4
2570,65310865-3,0,2258,13,86209409-0
3006,40388373-6,0,2281,1,No
2304,98967597-1,0,369,8,57378727-6
490,20272755-6,1,1634,6,No
1791,98418033-8,4,909,11,No
2374,49771636-9,3,3594,13,57378727-6
1200,22769853-9,1,2341,15,57378727-6
2830,84638972-5,4,730,7,95208514-3
3035,31950796-6,0,3186,10,No
2455,25939458-6,1,1537,13,No
2624,20272755-6,4,2298,3,No
2018,66594934-8,3,609,15,No
718,78310737-4,0,479,10,No
977,73899711-4,0,1509,9,No
2957,33424109-6,4,2805,6,No
286,21774192-3,1,1839,3,57378727-6
2565,72222830-6,4,463,1,No
1467,69145853-7,0,1783,3,No
1816,12429516-4,1,2719,1,No
3308,95595189-5,3,1545,2,94023614-4
277,15074844-0,4,2211,1,No
1237,41710986-9,0,164,15,95208514-3
1312,20940665-3,0,2286,8,No
2518,69482795-6,1,2416,12,73177104-4
57,33469812-2,4,1343,6,95208514-3
2112,50692374-0,3,3335,6,73177104-4
1801,32043482-6,4,1185,12,No
2308,57581646-4,1,3019,10,94023614-4
2898,60334032-8,1,3503,8,57378727-6
3138,96998252-1,4,3555,13,22767738-4
471,66594934-8,0,953,16,No
3332,26529183-7,0,3417,4,No
877,20940665-3,3,2929,15,57378727-6
43,84295710-6,1,2155,10,57378727-6
3114,78662663-0,1,1447,1,No
3512,95431346-9,4,2774,13,No
2994,49190437-8,3,2948,10,22767738-4
41,73899711-4,1,261,5,No
907,48863238-8,0,2874,6,No
1344,84295710-6,0,723,9,95208514-3
1871,98275857-9,0,410,14,No
2085,19015534-8,0,1707,8,No
3206,58074747-6,1,1462,5,No
2956,63958627-0,0,779,9,No
3563,93738834-2,4,3452,1,No
771,41515034-6,4,3640,3,No
783,63708168-9,4,2996,11,57378727-6
1773,36428633-7,1,1620,2,No
2597,30310762-2,3,1779,13,No
863,91096368-2,4,2233,10,No
1948,65310865-3,3,1385,11,No
1157,53407302-6,1,2632,2,57378727-6
898,52872009-7,1,520,5,94023614-4
2364,72222830-6,3,1334,12,57378727-6
3088,42856973-7,3,2444,2,22767738-4
240,56809478-6,0,2031,4,22767738-4
1444,93738834-2,0,3624,2,No
1025,94361312-4,4,3410,1,No
1957,32601187-2,4,1363,7,73177104-4
183,21509837-2,1,2885,12,No
2253,13560469-0,3,3581,6,73177104-4
1798,33469812-2,4,1738,16,57378727-6
227,84638972-5,4,1230,12,No
567,49771636-9,0,1350,11,No
1481,97980836-2,3,2750,8,No
3374,31462078-5,0,401,12,No
3391,99550289-1,3,142,11,57378727-6
2853,89066256-8,0,2076,11,No
135,90206203-1,4,46,16,No
1709,36809677-6,3,765,5,94023614-4
2962,50672725-4,4,1581,14,No
3273,27075358-5,3,3110,7,95208514-3
1033,80062558-9,0,1831,7,73177104-4
1379,76332098-2,4,231,2,No
2189,78662663-0,3,1832,8,94023614-4
1232,70026603-3,4,2424,14,73177104-4
2721,65310865-3,3,3012,6,22767738-4
674,38867100-7,0,3243,13,No
2169,97926155-6,1,259,4,57378727-6
1961,53337367-3,4,1791,15,No
1152,96998252-1,3,3404,8,No
3047,97926155-6,3,2170,7,73177104-4
2170,23572980-4,0,85,5,22767738-4
1247,66264861-2,0,2013,14,No
3452,95010809-6,4,2600,16,No
928,11458745-0,3,2672,10,No
1848,74803113-9,1,3654,14,No
2188,33791677-0,0,1926,7,86209409-0
48,19805123-3,1,3169,2,No
1670,12031991-9,0,1956,16,No
478,51009521-0,0,331,2,No
1876,94361312-4,1,2576,3,57378727-6
2242,86332222-2,1,2800,10,No
448,22769853-9,3,398,2,57378727-6
457,95595189-5,3,154,6,95208514-3
2534,22769853-9,4,2782,14,No
980,94361312-4,0,476,1,No
297,44722314-7,4,1298,16,57378727-6
3259,32340622-6,0,2532,10,No
154,35405564-1,0,3057,12,22767738-4
287,99550289-1,1,1424,16,No
940,82205587-1,4,978,15,No
2459,45056798-6,3,1591,7,73177104-4
1754,74402817-6,1,3602,8,86209409-0
3233,70026603-3,0,613,15,No
378,98275857-9,3,2761,4,No
1740,51009521-0,0,3225,10,94023614-4
3367,27423273-6,0,1860,13,No
646,61864673-3,3,1673,14,No
362,81778485-8,4,58,5,No
669,53375085-5,4,426,13,22767738-4
1161,10615206-0,4,3155,13,57378727-6
2510,47192537-4,4,633,2,95208514-3
3436,36809677-6,0,1460,3,No
1878,79159576-1,0,701,5,57378727-6
2521,49261253-8,4,2062,9,57378727-6
1005,44480804-6,4,2379,15,86209409-0
1849,81164868-4,1,1955,9,No
3633,11458745-0,1,3283,9,22767738-4
2406,84295710-6,0,3286,1,No
1127,45056798-6,4,971,12,No
2968,89765444-6,1,3180,10,22767738-4
2246,90788070-1,4,817,15,No
2642,78785402-2,0,2519,4,95208514-3
66,31462078-5,4,1894,10,No
3479,39009356-0,3,3621,8,No
778,28592060-1,3,509,9,No
2611,70414825-8,3,1546,7,95208514-3
692,60334032-8,1,3,14,No
1339,37640277-4,4,1971,9,No
2602,80061523-7,1,3620,3,86209409-0
2460,95595189-5,1,2160,3,73177104-4
824,48322668-8,1,1766,1,No
417,90160627-1,4,781,14,No
2212,56809478-6,1,2949,4,No
2689,87997004-2,3,1402,9,95208514-3
1966,11458745-0,0,169,12,86209409-0
2481,48263743-9,3,3389,6,73177104-4
3078,40521119-8,3,2684,3,No
1020,78943450-5,1,1571,16,22767738-4
1619,15869307-3,0,445,8,94023614-4
2544,23788335-3,1,2220,8,73177104-4
3457,95595189-5,1,3228,2,No
3093,89765444-6,1,848,6,95208514-3
2028,25811298-1,3,3320,10,No
939,20114723-0,3,292,11,73177104-4
2606,45475720-7,3,3388,3,95208514-3
353,79018541-2,3,3416,1,No
2902,76332098-2,3,335,3,94023614-4
2780,25811298-1,3,2533,1,No
489,81768570-2,0,1520,3,No
2990,16625683-2,3,1875,10,No
2520,72795772-4,1,2515,1,No
2696,50692374-0,0,3475,6,73177104-4
965,10615206-0,3,832,12,22767738-4
7,24554256-3,4,2465,15,No
815,27075358-5,3,2372,8,94023614-4
938,78093216-6,4,185,4,57378727-6
2251,81778485-8,0,1081,4,No
1220,99352036-1,1,2138,7,94023614-4
1890,24735893-2,1,1563,5,22767738-4
1233,50396459-7,1,1748,11,73177104-4
3255,50396459-7,3,762,14,22767738-4
602,99550289-1,3,3199,8,No
19,15074844-0,3,2314,16,No
2502,77724461-4,0,3050,7,No
1150,78671018-8,4,2953,6,95208514-3
1840,99921909-4,4,2389,10,95208514-3
2091,14100953-3,0,1838,10,No
1477,67260949-6,3,1210,12,94023614-4
2475,24735893-2,4,1934,4,No
2093,51263568-1,3,2349,7,22767738-4
1047,75006543-8,0,194,7,95208514-3
444,28841318-9,4,1007,7,95208514-3
2456,65660643-5,0,24,12,No
1375,29519188-7,4,757,11,73177104-4
2517,13560469-0,3,1357,14,94023614-4
1471,25811298-1,1,1705,14,57378727-6
1727,20114723-0,4,1946,1,No
3090,29962868-0,3,3463,4,No
226,80062558-9,1,1405,12,No
1857,87722745-4,4,843,14,22767738-4
1201,38196101-9,0,480,13,No
724,36809677-6,3,1087,16,95208514-3
3494,40484874-8,1,1029,3,No
1644,16625683-2,0,2480,7,No
3170,78310737-4,1,2919,6,No
978,94761985-0,1,1556,12,No
1504,34310135-9,0,334,15,57378727-6
746,50396459-7,3,795,1,No
1953,41515034-6,3,3268,15,57378727-6
3056,32340622-6,4,2714,2,57378727-6
3034,24554256-3,0,902,13,No
832,97372190-1,4,636,1,No
2147,60334032-8,4,1671,9,No
3560,29519188-7,4,1597,2,No
1640,65310865-3,0,2927,6,No
202,69482795-6,1,3085,16,73177104-4
581,66264861-2,1,2088,15,No
2433,25811298-1,1,3619,3,No
2750,63952204-2,0,1101,7,57378727-6
2341,48263743-9,0,1997,11,No
158,50066254-1,3,1672,8,No
1285,45152877-6,0,1452,4,No
2704,86853828-8,0,3011,3,86209409-0
3449,93827792-4,3,3184,12,86209409-0
2706,48263743-9,0,3384,15,22767738-4
684,58501550-1,1,807,11,No
3440,66264861-2,4,715,5,No
545,41515034-6,4,1012,8,22767738-4
2470,78093216-6,0,2410,5,86209409-0
920,79159576-1,3,2808,1,No
2030,19557494-0,4,1,9,95208514-3
3188,22212788-6,0,1153,3,22767738-4
3588,78662663-0,1,510,7,86209409-0
769,51072055-5,4,3264,16,73177104-4
885,12429516-4,3,3134,7,94023614-4
1780,57891601-9,3,2916,1,No
3648,85188169-7,1,2105,11,22767738-4
3212,20940665-3,1,1772,4,57378727-6
562,11852079-8,0,549,11,22767738-4
721,49261253-8,3,722,2,No
2882,28841318-9,4,1140,11,22767738-4
1163,32818392-4,0,2484,8,No
2314,45846060-8,3,2288,4,No
848,24554256-3,1,728,14,86209409-0
3378,12429516-4,1,1618,14,57378727-6
1360,67260949-6,1,359,1,No
1215,95595189-5,3,302,12,No
2064,37926941-4,4,2957,6,No
319,85188169-7,3,2897,16,No
278,51072055-5,1,2032,11,No
2104,58719444-0,4,2681,4,94023614-4
597,72795772-4,4,3216,11,22767738-4
2496,55322795-0,4,3285,14,95208514-3
3080,63708168-9,0,209,6,95208514-3
2777,65999494-0,0,3643,14,No
740,12457845-7,3,3376,1,No
945,48411300-7,0,119,12,No
3217,50672725-4,3,2310,7,57378727-6
3283,57891601-9,4,1144,5,No
1568,53699466-8,4,449,9,73177104-4
3554,25422399-6,0,3065,8,95208514-3
2572,35405564-1,0,346,6,No
2366,76332098-2,3,1064,4,73177104-4
3637,81778485-8,3,1123,7,22767738-4
2678,85188169-7,4,36,9,No
2695,17091110-7,4,1733,7,22767738-4
2414,37926941-4,4,1611,2,57378727-6
2940,27423273-6,3,1459,15,No
1540,58501550-1,0,997,8,22767738-4
1747,48863238-8,1,1411,8,94023614-4
268,78310737-4,4,2280,11,No
1438,56565081-1,3,2944,8,No
1734,36428633-7,4,713,5,22767738-4
3511,21509837-2,1,3049,12,22767738-4
3045,66594934-8,0,1819,11,No
2411,74803113-9,0,3109,13,95208514-3
1962,61617949-1,0,2734,5,57378727-6
205,11592484-9,1,1223,14,73177104-4
1091,90438698-1,1,1517,8,No
1591,94152364-3,3,3564,14,86209409-0
1582,55790193-3,0,2153,5,No
2935,93827792-4,1,2520,11,94023614-4
1120,67552699-5,1,3573,16,95208514-3
