id,id_hora,fecha_hora,via_conformado,rut_personal
1836,2339,2025-05-01 10:30:00,Remoto,22767738-4
1837,1752,2025-04-29 12:30:00,Remoto,94023614-4
1838,2091,2025-04-30 08:30:00,Presencial,83332889-3
1839,286,2025-04-18 10:00:00,Remoto,16394885-1
1840,3421,2025-04-17 13:00:00,Presencial,73177104-4
1841,3280,2025-04-11 15:15:00,Presencial,94023614-4
1842,587,2025-04-13 13:15:00,Remoto,22767738-4
1843,1109,2025-04-30 09:00:00,Remoto,37899207-9
1844,3403,2025-04-08 12:30:00,Presencial,51192824-9
1845,2915,2025-05-01 12:15:00,Presencial,57378727-6
1846,755,2025-04-11 08:45:00,Presencial,37899207-9
1847,842,2025-04-09 09:45:00,Presencial,86209409-0
1848,2318,2025-04-19 09:30:00,Presencial,16394885-1
1849,175,2025-04-14 18:45:00,Presencial,73177104-4
1850,1842,2025-04-23 08:15:00,Remoto,16394885-1
1851,2810,2025-04-18 08:15:00,Remoto,73177104-4
1852,3524,2025-04-24 12:45:00,Presencial,73177104-4
1853,695,2025-04-23 17:45:00,Presencial,95208514-3
1854,3098,2025-04-17 09:30:00,Remoto,83332889-3
1855,2822,2025-04-25 17:45:00,Remoto,95208514-3
1856,3488,2025-04-24 17:30:00,Presencial,86209409-0
1857,1256,2025-04-14 12:00:00,Remoto,30387339-7
1858,131,2025-04-16 09:30:00,Remoto,22767738-4
1859,1402,2025-04-04 10:45:00,Presencial,73177104-4
1860,3367,2025-04-04 13:15:00,Presencial,16394885-1
1861,177,2025-04-23 13:30:00,Remoto,30387339-7
1862,197,2025-04-16 17:00:00,Remoto,57378727-6
1863,3250,2025-04-13 16:30:00,Remoto,83332889-3
1864,204,2025-04-12 11:15:00,Presencial,30387339-7
1865,2478,2025-04-17 14:15:00,Remoto,73177104-4
1866,2295,2025-04-30 10:00:00,Remoto,51192824-9
1867,520,2025-04-26 13:45:00,Remoto,95208514-3
1868,613,2025-04-26 15:45:00,Remoto,86209409-0
1869,3195,2025-04-08 17:15:00,Presencial,30387339-7
1870,3384,2025-04-18 13:45:00,Remoto,57378727-6
1871,3353,2025-04-12 10:30:00,Remoto,78812540-6
1872,3110,2025-04-28 08:15:00,Presencial,95208514-3
1873,3420,2025-04-30 13:15:00,Remoto,83332889-3
1874,3450,2025-04-14 17:45:00,Remoto,37899207-9
1875,2990,2025-04-10 14:15:00,Remoto,37899207-9
1876,413,2025-04-05 17:15:00,Remoto,94023614-4
1877,2084,2025-04-21 11:15:00,Remoto,75524136-0
1878,3316,2025-04-08 18:30:00,Remoto,21784166-4
1879,1696,2025-04-12 11:45:00,Remoto,95208514-3
1880,3121,2025-04-28 14:00:00,Remoto,95208514-3
1881,3042,2025-04-14 15:30:00,Presencial,78812540-6
1882,3094,2025-04-28 16:30:00,Presencial,95208514-3
1883,1968,2025-04-06 10:30:00,Remoto,83332889-3
1884,710,2025-04-15 14:15:00,Presencial,51192824-9
1885,79,2025-04-20 08:45:00,Remoto,37899207-9
1886,2092,2025-04-16 09:45:00,Presencial,22767738-4
1887,1012,2025-04-18 14:45:00,Presencial,75524136-0
1888,2583,2025-05-01 18:15:00,Remoto,57378727-6
1889,3364,2025-04-23 08:15:00,Remoto,73177104-4
1890,2016,2025-04-22 17:45:00,Presencial,16394885-1
1891,1867,2025-04-30 15:45:00,Remoto,86209409-0
1892,2285,2025-04-16 16:15:00,Presencial,95208514-3
1893,2952,2025-04-02 17:45:00,Presencial,78812540-6
1894,66,2025-04-09 14:00:00,Remoto,21784166-4
1895,2274,2025-04-28 10:30:00,Remoto,73177104-4
1896,1385,2025-04-11 11:30:00,Presencial,78812540-6
1897,2116,2025-04-14 13:30:00,Presencial,16394885-1
1898,1042,2025-04-18 16:15:00,Presencial,51192824-9
1899,2801,2025-04-03 12:00:00,Presencial,78812540-6
1900,1759,2025-04-04 15:30:00,Presencial,95208514-3
1901,3627,2025-04-15 14:00:00,Presencial,94023614-4
1902,3103,2025-04-19 15:00:00,Remoto,51192824-9
1903,994,2025-04-09 13:00:00,Remoto,86209409-0
1904,3074,2025-04-13 18:15:00,Presencial,21784166-4
1905,3321,2025-04-05 08:15:00,Remoto,51192824-9
1906,2993,2025-04-03 18:15:00,Presencial,16394885-1
1907,2943,2025-04-19 13:45:00,Remoto,73177104-4
1908,2937,2025-04-27 12:45:00,Presencial,16394885-1
1909,2214,2025-04-10 13:15:00,Presencial,51192824-9
1910,569,2025-04-18 09:15:00,Presencial,37899207-9
1911,2666,2025-04-15 16:30:00,Presencial,57378727-6
1912,418,2025-04-02 16:30:00,Presencial,16394885-1
1913,2615,2025-04-02 17:00:00,Remoto,51192824-9
1914,2265,2025-04-03 17:45:00,Presencial,51192824-9
1915,1547,2025-04-17 11:00:00,Presencial,30387339-7
1916,464,2025-04-19 14:15:00,Presencial,22767738-4
1917,113,2025-04-30 14:45:00,Presencial,94023614-4
1918,2132,2025-04-14 14:15:00,Presencial,22767738-4
1919,1897,2025-04-22 12:15:00,Presencial,78812540-6
1920,2931,2025-04-14 14:30:00,Presencial,22767738-4
1921,1180,2025-04-26 11:15:00,Presencial,22767738-4
1922,1269,2025-04-26 18:30:00,Presencial,21784166-4
1923,1626,2025-04-22 09:00:00,Presencial,37899207-9
1924,3605,2025-04-19 11:15:00,Remoto,95208514-3
1925,1036,2025-04-25 11:00:00,Presencial,30387339-7
1926,2188,2025-04-15 11:45:00,Presencial,86209409-0
1927,595,2025-04-15 11:00:00,Presencial,75524136-0
1928,1445,2025-04-10 11:15:00,Remoto,21784166-4
1929,3164,2025-04-12 16:45:00,Presencial,83332889-3
1930,2140,2025-04-11 10:30:00,Presencial,22767738-4
1931,59,2025-04-17 17:00:00,Presencial,75524136-0
1932,2043,2025-04-22 16:45:00,Presencial,94023614-4
1933,2967,2025-04-15 12:15:00,Remoto,21784166-4
1934,2475,2025-04-04 09:30:00,Remoto,94023614-4
1935,1217,2025-04-20 10:15:00,Presencial,83332889-3
1936,2249,2025-04-07 17:00:00,Presencial,73177104-4
1937,2846,2025-04-10 13:00:00,Presencial,30387339-7
1938,3016,2025-04-22 10:45:00,Remoto,73177104-4
1939,925,2025-04-27 15:15:00,Remoto,75524136-0
1940,2498,2025-04-08 10:00:00,Presencial,37899207-9
1941,1114,2025-04-19 16:15:00,Remoto,73177104-4
1942,627,2025-04-25 11:15:00,Remoto,37899207-9
1943,128,2025-04-12 18:00:00,Remoto,75524136-0
1944,3638,2025-04-16 15:00:00,Presencial,57378727-6
1945,2035,2025-04-02 14:45:00,Remoto,21784166-4
1946,1727,2025-04-11 12:00:00,Presencial,21784166-4
1947,1915,2025-04-16 14:00:00,Remoto,51192824-9
1948,2808,2025-04-29 12:45:00,Presencial,16394885-1
1949,3178,2025-04-30 08:45:00,Remoto,57378727-6
1950,1618,2025-04-21 13:15:00,Remoto,51192824-9
1951,1313,2025-04-27 08:30:00,Remoto,86209409-0
1952,2527,2025-04-23 09:00:00,Presencial,83332889-3
1953,2390,2025-04-27 13:30:00,Presencial,73177104-4
1954,169,2025-05-01 17:15:00,Presencial,73177104-4
1955,1849,2025-04-16 13:30:00,Remoto,83332889-3
1956,1670,2025-04-07 18:15:00,Presencial,30387339-7
1957,3656,2025-04-07 08:45:00,Presencial,37899207-9
1958,2209,2025-04-14 18:30:00,Remoto,78812540-6
1959,3360,2025-04-08 12:00:00,Presencial,21784166-4
1960,662,2025-04-22 16:15:00,Remoto,95208514-3
1961,3112,2025-04-28 14:45:00,Presencial,75524136-0
1962,2560,2025-04-20 18:15:00,Presencial,21784166-4
1963,1974,2025-04-26 08:30:00,Presencial,21784166-4
1964,3169,2025-04-18 10:15:00,Presencial,51192824-9
1965,2001,2025-05-01 18:45:00,Presencial,83332889-3
1966,3053,2025-04-16 16:30:00,Remoto,94023614-4
1967,2842,2025-04-13 16:30:00,Presencial,51192824-9
1968,3383,2025-04-09 10:30:00,Presencial,83332889-3
1969,1147,2025-04-27 08:15:00,Remoto,75524136-0
1970,1924,2025-04-05 09:30:00,Presencial,21784166-4
1971,1339,2025-04-09 18:30:00,Presencial,95208514-3
1972,1009,2025-04-22 18:00:00,Presencial,95208514-3
1973,1148,2025-04-26 16:30:00,Remoto,78812540-6
1974,125,2025-04-13 17:45:00,Remoto,21784166-4
1975,3629,2025-04-05 12:15:00,Remoto,95208514-3
1976,1473,2025-04-07 10:15:00,Presencial,37899207-9
1977,1132,2025-04-20 17:15:00,Presencial,73177104-4
1978,3596,2025-05-01 12:30:00,Remoto,30387339-7
1979,3455,2025-04-03 09:15:00,Presencial,78812540-6
1980,2782,2025-04-09 10:45:00,Remoto,16394885-1
1981,1373,2025-04-19 08:15:00,Presencial,22767738-4
1982,438,2025-04-28 09:30:00,Remoto,95208514-3
1983,2523,2025-04-10 15:30:00,Remoto,57378727-6
1984,266,2025-04-05 12:30:00,Presencial,21784166-4
1985,1560,2025-04-22 10:45:00,Presencial,95208514-3
1986,2715,2025-04-20 14:15:00,Remoto,75524136-0
1987,2413,2025-04-11 14:00:00,Remoto,75524136-0
1988,200,2025-04-26 10:30:00,Presencial,94023614-4
1989,355,2025-04-22 08:00:00,Remoto,75524136-0
1990,1576,2025-04-06 17:00:00,Remoto,51192824-9
1991,3230,2025-04-07 13:45:00,Presencial,21784166-4
1992,527,2025-04-05 18:30:00,Remoto,86209409-0
1993,2933,2025-04-18 17:00:00,Remoto,86209409-0
1994,1039,2025-04-30 10:30:00,Presencial,73177104-4
1995,495,2025-04-12 17:30:00,Remoto,51192824-9
1996,2409,2025-04-15 12:45:00,Presencial,95208514-3
1997,2341,2025-04-13 08:15:00,Presencial,95208514-3
1998,3640,2025-04-10 17:00:00,Presencial,94023614-4
1999,2600,2025-04-19 15:15:00,Presencial,30387339-7
2000,3248,2025-04-13 15:45:00,Presencial,73177104-4
2001,3157,2025-04-17 08:45:00,Remoto,86209409-0
2002,2400,2025-04-16 10:30:00,Remoto,94023614-4
2003,1868,2025-04-21 09:45:00,Presencial,16394885-1
2004,1440,2025-04-21 11:45:00,Remoto,73177104-4
2005,2190,2025-04-25 15:15:00,Remoto,75524136-0
2006,961,2025-04-15 16:45:00,Presencial,75524136-0
2007,814,2025-04-20 17:45:00,Presencial,57378727-6
2008,3654,2025-04-14 15:15:00,Remoto,86209409-0
2009,743,2025-04-24 10:45:00,Remoto,86209409-0
2010,447,2025-04-03 14:30:00,Presencial,16394885-1
2011,3458,2025-04-03 11:00:00,Remoto,37899207-9
2012,3348,2025-04-27 09:45:00,Remoto,73177104-4
2013,1247,2025-04-04 18:30:00,Presencial,57378727-6
2014,1785,2025-04-05 11:30:00,Presencial,75524136-0
2015,1278,2025-04-21 15:15:00,Remoto,94023614-4
2016,2673,2025-04-18 08:30:00,Presencial,73177104-4
2017,2358,2025-04-21 09:15:00,Presencial,16394885-1
2018,3484,2025-04-22 12:00:00,Presencial,86209409-0
2019,2700,2025-04-29 08:30:00,Presencial,21784166-4
2020,1519,2025-04-13 13:15:00,Remoto,37899207-9
2021,147,2025-04-04 17:30:00,Remoto,83332889-3
2022,3149,2025-04-29 17:00:00,Remoto,51192824-9
2023,2537,2025-04-19 12:45:00,Presencial,95208514-3
2024,3286,2025-04-15 16:30:00,Remoto,21784166-4
2025,2490,2025-04-08 10:30:00,Presencial,75524136-0
2026,655,2025-04-29 08:15:00,Presencial,78812540-6
2027,281,2025-04-17 11:45:00,Remoto,83332889-3
2028,875,2025-04-04 10:15:00,Remoto,78812540-6
2029,831,2025-04-11 10:45:00,Remoto,16394885-1
2030,2196,2025-04-28 10:00:00,Remoto,57378727-6
2031,240,2025-04-09 11:45:00,Presencial,21784166-4
2032,278,2025-04-03 18:15:00,Presencial,86209409-0
2033,926,2025-04-24 10:15:00,Remoto,30387339-7
2034,973,2025-05-01 17:45:00,Presencial,73177104-4
2035,3115,2025-04-22 15:00:00,Presencial,83332889-3
2036,2344,2025-04-20 14:00:00,Presencial,83332889-3
2037,1335,2025-04-16 16:15:00,Presencial,30387339-7
2038,2516,2025-04-16 09:30:00,Remoto,94023614-4
2039,2601,2025-04-14 15:00:00,Remoto,22767738-4
2040,906,2025-04-30 15:15:00,Remoto,94023614-4
2041,599,2025-04-06 15:15:00,Remoto,16394885-1
2042,274,2025-04-11 09:00:00,Presencial,73177104-4
2043,3182,2025-04-26 10:30:00,Presencial,16394885-1
2044,2357,2025-04-15 08:15:00,Presencial,94023614-4
2045,429,2025-04-11 14:30:00,Presencial,86209409-0
2046,563,2025-04-17 14:00:00,Presencial,94023614-4
2047,2065,2025-04-23 10:45:00,Presencial,83332889-3
2048,641,2025-04-29 09:30:00,Remoto,75524136-0
2049,788,2025-04-26 08:15:00,Remoto,30387339-7
2050,1894,2025-04-26 11:15:00,Presencial,57378727-6
2051,1276,2025-04-12 17:30:00,Presencial,94023614-4
2052,2119,2025-04-27 18:15:00,Remoto,73177104-4
2053,1104,2025-04-28 12:30:00,Presencial,86209409-0
2054,2655,2025-04-28 15:30:00,Presencial,57378727-6
2055,953,2025-04-19 12:45:00,Presencial,73177104-4
2056,360,2025-04-24 08:30:00,Presencial,83332889-3
2057,2705,2025-04-13 10:45:00,Presencial,75524136-0
2058,2215,2025-04-18 17:45:00,Remoto,83332889-3
2059,1760,2025-04-12 15:30:00,Presencial,30387339-7
2060,338,2025-04-17 10:30:00,Presencial,30387339-7
2061,1832,2025-04-26 16:30:00,Presencial,57378727-6
2062,2521,2025-04-09 10:45:00,Presencial,16394885-1
2063,2302,2025-04-19 13:15:00,Presencial,16394885-1
2064,244,2025-04-20 16:00:00,Presencial,75524136-0
2065,1767,2025-04-24 12:45:00,Presencial,30387339-7
2066,1427,2025-04-17 18:45:00,Remoto,73177104-4
2067,2905,2025-04-07 17:15:00,Presencial,75524136-0
2068,1736,2025-04-16 16:00:00,Presencial,22767738-4
2069,379,2025-04-06 15:30:00,Presencial,51192824-9
2070,3148,2025-04-15 18:30:00,Presencial,83332889-3
2071,2328,2025-04-25 15:15:00,Remoto,78812540-6
2072,2066,2025-04-22 18:45:00,Remoto,86209409-0
2073,1628,2025-04-25 15:30:00,Presencial,22767738-4
2074,1325,2025-04-02 17:15:00,Presencial,16394885-1
2075,1433,2025-05-01 13:45:00,Remoto,16394885-1
2076,2853,2025-04-13 18:00:00,Presencial,30387339-7
2077,3268,2025-04-26 18:45:00,Remoto,51192824-9
2078,559,2025-04-07 08:15:00,Remoto,94023614-4
2079,552,2025-04-16 18:45:00,Remoto,51192824-9
2080,2471,2025-04-04 15:45:00,Presencial,75524136-0
2081,922,2025-04-11 16:15:00,Presencial,73177104-4
2082,1425,2025-04-25 14:45:00,Presencial,16394885-1
2083,1105,2025-04-04 10:30:00,Presencial,95208514-3
2084,422,2025-04-22 14:30:00,Remoto,16394885-1
2085,1434,2025-04-22 13:45:00,Remoto,51192824-9
2086,2203,2025-04-13 18:00:00,Remoto,51192824-9
2087,853,2025-04-09 11:45:00,Presencial,73177104-4
2088,581,2025-04-10 08:45:00,Presencial,83332889-3
2089,434,2025-04-22 13:15:00,Remoto,30387339-7
2090,3498,2025-05-01 16:15:00,Remoto,83332889-3
2091,1341,2025-04-03 10:30:00,Presencial,95208514-3
2092,1323,2025-04-23 12:00:00,Presencial,78812540-6
2093,1546,2025-04-04 14:45:00,Presencial,37899207-9
2094,2793,2025-04-23 11:45:00,Presencial,16394885-1
2095,3443,2025-04-14 09:45:00,Remoto,57378727-6
2096,383,2025-04-23 09:30:00,Presencial,75524136-0
2097,1963,2025-04-22 13:15:00,Remoto,94023614-4
2098,2319,2025-04-10 10:15:00,Remoto,86209409-0
2099,1377,2025-04-28 13:00:00,Remoto,95208514-3
2100,3521,2025-04-22 11:45:00,Presencial,94023614-4
2101,3065,2025-04-19 08:15:00,Presencial,75524136-0
2102,3186,2025-04-23 16:45:00,Remoto,83332889-3
2103,2008,2025-04-18 09:45:00,Presencial,37899207-9
2104,3424,2025-05-01 08:00:00,Remoto,78812540-6
2105,3648,2025-04-29 11:30:00,Remoto,94023614-4
2106,2133,2025-04-10 13:30:00,Presencial,95208514-3
2107,465,2025-04-26 09:45:00,Presencial,75524136-0
2108,3130,2025-04-12 18:00:00,Presencial,57378727-6
2109,3513,2025-04-17 13:30:00,Remoto,86209409-0
2110,2628,2025-04-14 17:00:00,Presencial,16394885-1
2111,1356,2025-04-26 13:30:00,Remoto,73177104-4
2112,2965,2025-04-13 10:30:00,Presencial,83332889-3
2113,3472,2025-04-10 14:45:00,Presencial,16394885-1
2114,2712,2025-04-16 15:45:00,Remoto,21784166-4
2115,3584,2025-04-23 14:30:00,Remoto,73177104-4
2116,486,2025-04-18 14:45:00,Remoto,73177104-4
2117,822,2025-04-11 14:00:00,Remoto,51192824-9
2118,1258,2025-04-16 18:00:00,Presencial,51192824-9
2119,1308,2025-04-17 14:15:00,Presencial,51192824-9
2120,1461,2025-04-19 10:00:00,Presencial,75524136-0
2121,1834,2025-04-26 14:15:00,Presencial,30387339-7
2122,349,2025-04-09 08:45:00,Presencial,57378727-6
2123,3481,2025-04-18 18:15:00,Remoto,75524136-0
2124,251,2025-04-13 11:30:00,Remoto,86209409-0
2125,1614,2025-04-25 09:00:00,Remoto,16394885-1
2126,1841,2025-04-29 08:30:00,Presencial,95208514-3
2127,1827,2025-04-17 14:30:00,Presencial,30387339-7
2128,735,2025-04-30 18:00:00,Remoto,30387339-7
2129,1633,2025-04-29 14:30:00,Presencial,16394885-1
2130,3086,2025-04-18 18:45:00,Presencial,73177104-4
2131,773,2025-04-20 11:00:00,Presencial,21784166-4
2132,509,2025-04-16 10:00:00,Presencial,78812540-6
2133,1334,2025-04-17 08:45:00,Presencial,78812540-6
2134,2626,2025-04-29 15:45:00,Remoto,51192824-9
2135,503,2025-04-07 15:15:00,Presencial,86209409-0
2136,1138,2025-05-01 14:30:00,Remoto,51192824-9
2137,1989,2025-04-22 18:15:00,Remoto,73177104-4
2138,1220,2025-04-15 15:00:00,Remoto,30387339-7
2139,1869,2025-04-27 17:30:00,Remoto,51192824-9
2140,2153,2025-04-16 10:30:00,Presencial,30387339-7
2141,2741,2025-04-16 11:15:00,Remoto,37899207-9
2142,1927,2025-04-17 10:15:00,Presencial,86209409-0
2143,2847,2025-04-27 18:00:00,Remoto,94023614-4
2144,1508,2025-04-28 18:45:00,Presencial,83332889-3
2145,1639,2025-04-04 09:15:00,Presencial,37899207-9
2146,974,2025-04-04 12:45:00,Remoto,37899207-9
2147,2838,2025-04-07 08:15:00,Remoto,51192824-9
2148,1629,2025-04-30 15:00:00,Remoto,73177104-4
2149,1823,2025-04-19 18:00:00,Remoto,94023614-4
2150,475,2025-04-03 14:15:00,Presencial,57378727-6
2151,1151,2025-04-15 18:30:00,Presencial,21784166-4
2152,2293,2025-04-09 12:45:00,Presencial,94023614-4
2153,1582,2025-04-09 08:45:00,Remoto,21784166-4
2154,3671,2025-04-27 09:15:00,Presencial,94023614-4
2155,43,2025-04-12 17:45:00,Presencial,37899207-9
2156,2792,2025-04-23 14:15:00,Presencial,86209409-0
2157,1815,2025-04-27 09:45:00,Remoto,22767738-4
2158,3354,2025-04-29 16:15:00,Presencial,30387339-7
2159,2033,2025-04-16 12:30:00,Remoto,73177104-4
2160,2460,2025-04-17 09:30:00,Remoto,78812540-6
2161,4,2025-04-29 17:30:00,Presencial,75524136-0
2162,1835,2025-04-03 09:45:00,Presencial,21784166-4
2163,2592,2025-04-08 17:15:00,Presencial,16394885-1
2164,1054,2025-04-13 16:15:00,Presencial,51192824-9
2165,1496,2025-04-29 09:15:00,Remoto,83332889-3
2166,727,2025-04-09 17:30:00,Presencial,21784166-4
2167,1792,2025-04-22 17:30:00,Remoto,21784166-4
2168,3340,2025-04-27 13:15:00,Remoto,21784166-4
2169,884,2025-04-04 09:30:00,Presencial,94023614-4
2170,3047,2025-04-06 10:30:00,Presencial,51192824-9
2171,1543,2025-04-28 14:15:00,Presencial,95208514-3
2172,456,2025-04-12 11:30:00,Remoto,16394885-1
2173,3663,2025-04-18 08:30:00,Remoto,94023614-4
2174,3003,2025-04-23 10:00:00,Remoto,75524136-0
2175,443,2025-04-05 10:15:00,Presencial,94023614-4
2176,793,2025-04-14 16:45:00,Presencial,73177104-4
2177,792,2025-04-12 12:30:00,Remoto,78812540-6
2178,1714,2025-04-04 18:30:00,Remoto,73177104-4
2179,878,2025-04-27 17:30:00,Presencial,75524136-0
2180,1933,2025-04-12 14:00:00,Presencial,75524136-0
2181,2438,2025-04-25 15:15:00,Presencial,86209409-0
2182,1390,2025-04-21 08:00:00,Presencial,30387339-7
2183,812,2025-04-20 11:45:00,Presencial,16394885-1
2184,97,2025-04-22 15:30:00,Presencial,95208514-3
2185,3609,2025-04-16 15:00:00,Remoto,83332889-3
2186,730,2025-04-15 11:15:00,Remoto,94023614-4
2187,433,2025-04-09 09:00:00,Presencial,75524136-0
2188,795,2025-04-25 17:30:00,Remoto,95208514-3
2189,2312,2025-04-04 08:45:00,Presencial,21784166-4
2190,271,2025-04-28 08:00:00,Remoto,22767738-4
2191,2487,2025-04-12 12:45:00,Remoto,57378727-6
2192,787,2025-04-15 08:45:00,Presencial,51192824-9
2193,1168,2025-04-23 15:00:00,Remoto,83332889-3
2194,2740,2025-04-05 15:00:00,Remoto,57378727-6
2195,2087,2025-05-01 09:30:00,Remoto,75524136-0
2196,633,2025-04-03 15:30:00,Presencial,83332889-3
2197,2616,2025-04-23 12:30:00,Presencial,73177104-4
2198,1075,2025-04-02 14:45:00,Remoto,30387339-7
2199,468,2025-04-06 09:45:00,Presencial,51192824-9
2200,1320,2025-04-14 14:15:00,Remoto,86209409-0
2201,2917,2025-04-16 16:00:00,Remoto,22767738-4
2202,39,2025-04-18 14:00:00,Remoto,22767738-4
2203,1060,2025-04-09 08:15:00,Presencial,83332889-3
2204,2108,2025-04-06 11:00:00,Remoto,78812540-6
2205,2722,2025-04-19 13:00:00,Remoto,94023614-4
2206,2772,2025-04-04 15:00:00,Presencial,95208514-3
2207,104,2025-04-26 11:30:00,Remoto,37899207-9
2208,2879,2025-04-25 15:15:00,Remoto,95208514-3
2209,403,2025-04-23 11:00:00,Remoto,78812540-6
2210,2811,2025-04-08 11:30:00,Remoto,78812540-6
2211,277,2025-04-14 15:30:00,Presencial,75524136-0
2212,1776,2025-04-30 11:45:00,Presencial,16394885-1
2213,1811,2025-04-03 09:15:00,Remoto,57378727-6
2214,2799,2025-04-11 14:00:00,Remoto,21784166-4
2215,772,2025-04-10 09:15:00,Remoto,83332889-3
2216,2947,2025-04-11 10:15:00,Remoto,94023614-4
2217,722,2025-04-30 16:00:00,Presencial,51192824-9
2218,681,2025-04-14 15:15:00,Remoto,30387339-7
2219,1306,2025-04-02 18:30:00,Remoto,22767738-4
2220,2544,2025-04-28 18:15:00,Remoto,95208514-3
2221,2057,2025-04-08 18:15:00,Presencial,21784166-4
2222,2745,2025-04-14 12:30:00,Remoto,21784166-4
2223,2972,2025-04-18 10:45:00,Presencial,73177104-4
2224,2029,2025-04-07 14:45:00,Remoto,57378727-6
2225,927,2025-04-20 12:15:00,Presencial,37899207-9
2226,3581,2025-04-10 08:30:00,Remoto,83332889-3
2227,2506,2025-04-09 09:00:00,Presencial,30387339-7
2228,155,2025-04-24 08:30:00,Presencial,30387339-7
2229,3239,2025-05-01 18:45:00,Remoto,95208514-3
2230,804,2025-04-12 10:30:00,Presencial,94023614-4
2231,3620,2025-04-13 14:15:00,Presencial,16394885-1
2232,116,2025-04-19 12:15:00,Presencial,57378727-6
2233,863,2025-04-21 13:30:00,Presencial,51192824-9
2234,375,2025-05-01 08:45:00,Presencial,22767738-4
2235,759,2025-04-02 10:15:00,Remoto,95208514-3
2236,374,2025-04-09 08:15:00,Presencial,78812540-6
2237,437,2025-04-21 12:15:00,Remoto,75524136-0
2238,406,2025-04-05 12:15:00,Remoto,16394885-1
2239,63,2025-04-18 13:45:00,Presencial,75524136-0
2240,3325,2025-04-25 10:45:00,Presencial,73177104-4
2241,2909,2025-04-08 13:30:00,Presencial,30387339-7
2242,1882,2025-04-19 14:30:00,Presencial,95208514-3
2243,2832,2025-04-24 13:15:00,Presencial,21784166-4
2244,467,2025-04-15 18:45:00,Presencial,21784166-4
2245,1418,2025-04-20 18:00:00,Presencial,16394885-1
2246,3666,2025-04-15 17:30:00,Presencial,51192824-9
2247,2281,2025-04-14 11:15:00,Remoto,94023614-4
2248,2870,2025-04-15 09:30:00,Presencial,83332889-3
2249,1860,2025-04-03 15:45:00,Presencial,83332889-3
2250,2165,2025-04-15 16:00:00,Presencial,21784166-4
2251,2309,2025-04-13 13:30:00,Presencial,73177104-4
2252,3425,2025-04-02 12:45:00,Remoto,83332889-3
2253,2236,2025-04-18 11:45:00,Presencial,75524136-0
2254,74,2025-04-05 11:30:00,Remoto,30387339-7
2255,1770,2025-04-22 09:15:00,Presencial,78812540-6
2256,671,2025-04-12 08:45:00,Remoto,86209409-0
2257,1118,2025-04-13 09:45:00,Remoto,86209409-0
2258,2570,2025-04-04 18:00:00,Presencial,21784166-4
2259,3039,2025-04-30 10:15:00,Presencial,94023614-4
2260,2539,2025-04-11 10:15:00,Presencial,30387339-7
2261,1788,2025-04-13 16:00:00,Presencial,86209409-0
2262,1627,2025-04-15 12:00:00,Remoto,16394885-1
2263,2111,2025-04-11 15:15:00,Presencial,22767738-4
2264,1119,2025-04-11 18:00:00,Presencial,37899207-9
2265,2004,2025-04-30 13:30:00,Remoto,30387339-7
2266,2699,2025-04-20 11:00:00,Presencial,75524136-0
2267,3303,2025-04-02 15:45:00,Remoto,22767738-4
2268,2255,2025-04-20 11:45:00,Presencial,30387339-7
2269,2482,2025-04-05 12:15:00,Remoto,78812540-6
2270,280,2025-04-17 17:00:00,Remoto,78812540-6
2271,1221,2025-04-29 16:00:00,Remoto,21784166-4
2272,3613,2025-04-03 15:45:00,Remoto,22767738-4
2273,365,2025-04-21 18:45:00,Presencial,94023614-4
2274,1613,2025-04-15 13:15:00,Presencial,78812540-6
2275,2718,2025-04-03 18:30:00,Remoto,73177104-4
2276,409,2025-04-28 15:15:00,Remoto,37899207-9
2277,3,2025-04-20 10:45:00,Presencial,95208514-3
2278,2114,2025-04-20 14:45:00,Presencial,83332889-3
2279,1694,2025-04-16 11:45:00,Presencial,37899207-9
2280,268,2025-04-11 09:00:00,Remoto,75524136-0
2281,3006,2025-04-30 15:45:00,Presencial,16394885-1
2282,985,2025-04-29 16:30:00,Presencial,75524136-0
2283,3649,2025-04-04 16:15:00,Presencial,57378727-6
2284,739,2025-04-24 12:15:00,Remoto,57378727-6
2285,1645,2025-04-14 13:30:00,Remoto,30387339-7
2286,1312,2025-04-24 09:45:00,Presencial,94023614-4
2287,1291,2025-04-14 08:30:00,Presencial,16394885-1
2288,2314,2025-04-18 18:30:00,Remoto,75524136-0
2289,302,2025-04-14 11:00:00,Remoto,21784166-4
2290,1873,2025-04-24 17:30:00,Presencial,22767738-4
2291,2880,2025-04-15 13:15:00,Remoto,78812540-6
2292,3537,2025-05-01 14:00:00,Remoto,57378727-6
2293,332,2025-04-27 12:00:00,Remoto,37899207-9
2294,112,2025-04-03 10:30:00,Presencial,73177104-4
2295,2733,2025-04-21 12:45:00,Presencial,16394885-1
2296,1730,2025-04-13 09:30:00,Remoto,95208514-3
2297,578,2025-04-11 17:30:00,Presencial,83332889-3
2298,2624,2025-04-12 08:30:00,Presencial,83332889-3
2299,2441,2025-04-04 11:45:00,Remoto,37899207-9
2300,2230,2025-04-10 08:15:00,Presencial,22767738-4
2301,2590,2025-04-12 11:15:00,Remoto,21784166-4
2302,482,2025-04-15 16:15:00,Presencial,16394885-1
2303,2083,2025-04-04 09:00:00,Remoto,22767738-4
2304,1124,2025-04-21 08:00:00,Presencial,37899207-9
2305,3299,2025-04-30 08:15:00,Remoto,83332889-3
